Poly	|V|	|F|	|S|	|B|	|A|	|X|	|E|
6340	12	60	12	0	0	12	48
6341	11	48	12	6	0	18	30
6342	11	48	24	6	0	30	18
6343	11	48	12	6	0	18	30
6344	12	60	6	0	0	6	54
6345	13	72	12	0	0	12	60
6346	12	60	12	6	0	18	42
6347	12	63	6	3	0	9	54
6348	12	60	12	6	0	18	42
6349	13	72	12	0	0	12	60
6350	13	72	36	0	0	36	36
6351	12	60	6	6	0	12	48
6352	12	60	12	0	0	12	48
6353	11	48	12	0	0	12	36
6354	11	48	6	0	0	6	42
6355	12	64	8	0	0	8	56
6356	12	64	8	2	0	10	54
6357	13	84	16	0	0	16	68
6358	12	64	16	0	0	16	48
6359	12	64	8	4	0	12	52
6360	11	48	16	2	0	18	30
6361	11	48	8	2	0	10	38
6362	12	60	12	0	0	12	48
6363	13	72	24	0	0	24	48
6364	12	60	24	12	0	36	24
6365	12	63	6	0	0	6	57
6366	12	63	6	6	0	12	51
6367	12	60	12	12	0	24	36
6368	13	72	12	0	0	12	60
6369	13	72	24	0	0	24	48
6370	13	72	24	0	0	24	48
6371	12	60	24	0	0	24	36
6372	12	60	12	12	0	24	36
6373	12	60	24	0	0	24	36
6374	11	48	12	6	0	18	30
6375	11	48	12	6	0	18	30
6376	12	64	16	0	0	16	48
6377	12	68	16	0	0	16	52
6378	12	60	6	0	0	6	54
6379	13	80	16	0	0	16	64
6380	14	96	32	0	0	32	64
6381	14	96	96	0	0	96	0
6382	13	80	32	0	0	32	48
6383	13	72	24	0	0	24	48
6384	13	72	72	0	0	72	0
6385	12	60	24	0	0	24	36
6386	12	60	12	0	0	12	48
6387	12	60	24	0	0	24	36
6388	12	60	24	0	0	24	36
6389	13	80	32	16	0	48	32
6390	12	64	16	0	0	16	48
6391	12	64	32	8	0	40	24
6392	12	60	12	0	0	12	48
6393	12	60	24	12	0	36	24
6394	12	60	24	0	0	24	36
6395	11	44	6	2	0	8	36
6396	11	44	12	2	0	14	30
6397	12	68	32	0	0	32	36
6398	11	44	24	0	0	24	20
6399	11	44	12	0	0	12	32
6400	11	44	24	4	0	28	16
6401	12	63	12	0	0	12	51
6402	11	48	12	0	0	12	36
6403	12	63	12	6	0	18	45
6404	12	60	12	6	0	18	42
6405	13	72	12	0	0	12	60
6406	12	63	24	0	0	24	39
6407	12	60	6	6	0	12	48
6408	12	60	12	0	0	12	48
6409	11	48	12	3	0	15	33
6410	11	48	6	3	0	9	39
6411	13	84	16	8	0	24	60
6412	13	88	32	0	0	32	56
6413	12	63	12	6	0	18	45
6414	12	68	16	2	0	18	50
6415	11	48	24	1	0	25	23
6416	11	48	12	1	0	13	35
6417	11	48	12	2	0	14	34
6418	13	80	32	16	0	48	32
6419	14	96	32	0	0	32	64
6420	14	96	96	0	0	96	0
6421	13	72	24	0	0	24	48
6422	13	72	24	0	0	24	48
6423	13	72	72	0	0	72	0
6424	12	60	12	0	0	12	48
6425	12	60	24	12	0	36	24
6426	12	60	24	0	0	24	36
6427	12	48	16	0	0	16	32
6428	12	48	8	0	0	8	40
6429	12	48	16	0	0	16	32
6430	12	48	8	0	0	8	40
6431	12	48	8	0	0	8	40
6432	13	72	72	0	0	72	0
6433	12	48	16	0	0	16	32
6434	12	48	24	0	0	24	24
6435	12	48	16	0	0	16	32
6436	12	48	48	0	0	48	0
6437	11	40	8	0	0	8	32
6438	11	40	4	4	0	8	32
6439	11	40	16	8	0	24	16
6440	11	40	8	8	0	16	24
6441	11	40	8	4	0	12	28
6442	11	40	16	0	0	16	24
6443	11	40	8	0	0	8	32
6444	11	40	8	4	0	12	28
6445	11	40	16	8	0	24	16
6446	11	40	16	0	0	16	24
6447	11	40	16	0	0	16	24
6448	13	80	16	16	0	32	48
6449	13	80	32	0	0	32	48
6450	12	64	32	8	0	40	24
6451	12	64	16	8	0	24	40
6452	12	60	24	0	0	24	36
6453	12	60	12	0	0	12	48
6454	12	60	24	12	0	36	24
6455	12	60	12	6	0	18	42
6456	12	60	12	12	0	24	36
6457	12	60	24	0	0	24	36
6458	12	60	24	0	0	24	36
6459	11	44	12	2	0	14	30
6460	11	44	6	2	0	8	36
6461	12	68	32	0	0	32	36
6462	11	44	24	4	0	28	16
6463	11	44	24	4	0	28	16
6464	11	44	12	4	0	16	28
6465	11	40	16	0	0	16	24
6466	11	40	16	8	0	24	16
6467	11	40	8	4	0	12	28
6468	11	40	8	0	0	8	32
6469	11	40	8	4	0	12	28
6470	12	60	24	0	0	24	36
6471	11	40	8	8	0	16	24
6472	11	40	8	8	0	16	24
6473	11	40	4	4	0	8	32
6474	12	60	24	0	0	24	36
6475	11	40	16	0	0	16	24
6476	11	40	16	8	0	24	16
6477	11	40	8	0	0	8	32
6478	11	40	8	4	0	12	28
6479	11	40	8	8	0	16	24
6480	11	40	16	0	0	16	24
6481	11	40	16	0	0	16	24
6482	11	48	12	0	0	12	36
6483	11	48	12	0	0	12	36
6484	11	48	24	0	0	24	24
6485	11	48	12	0	0	12	36
6486	11	48	24	6	0	30	18
6487	11	49	12	0	0	12	37
6488	11	49	12	3	0	15	34
6489	11	48	24	6	0	30	18
6490	11	48	12	6	0	18	30
6491	11	48	24	0	0	24	24
6492	10	28	16	2	0	18	10
6493	10	28	16	2	0	18	10
6494	10	28	8	2	0	10	18
6495	10	28	8	2	0	10	18
6496	10	32	16	16	0	32	0
6497	10	32	12	4	0	16	16
6498	11	40	8	0	0	8	32
6499	10	32	8	8	0	16	16
6500	11	44	12	4	0	16	28
6501	10	36	12	2	0	14	22
6502	10	32	8	8	0	16	16
6503	10	36	12	2	0	14	22
6504	10	32	4	4	0	8	24
6505	10	37	6	3	0	9	28
6506	11	48	24	24	0	48	0
6507	11	48	24	0	0	24	24
6508	10	36	24	12	0	36	0
6509	11	48	12	12	0	24	24
6510	11	48	12	0	0	12	36
6511	10	36	12	0	0	12	24
6512	11	48	16	8	0	24	24
6513	11	52	16	0	0	16	36
6514	10	36	16	4	0	20	16
6515	11	48	12	6	0	18	30
6516	11	48	12	12	0	24	24
6517	11	48	12	0	0	12	36
6518	10	36	12	6	0	18	18
6519	11	48	12	0	0	12	36
6520	11	52	32	4	0	36	16
6521	11	52	16	8	0	24	28
6522	10	36	6	2	0	8	28
6523	11	56	32	0	0	32	24
6524	10	36	24	2	0	26	10
6525	10	36	12	4	0	16	20
6526	11	40	8	0	0	8	32
6527	10	28	8	2	0	10	18
6528	12	64	32	32	0	64	0
6529	12	64	32	0	0	32	32
6530	11	48	32	16	0	48	0
6531	11	48	12	0	0	12	36
6532	11	48	12	12	0	24	24
6533	11	48	24	24	0	48	0
6534	12	64	64	0	0	64	0
6535	11	48	24	0	0	24	24
6536	10	32	12	4	0	16	16
6537	10	32	24	8	0	32	0
6538	10	32	8	8	0	16	16
6539	10	32	4	4	0	8	24
6540	10	32	16	16	0	32	0
6541	10	32	8	8	0	16	16
6542	11	48	24	0	0	24	24
6543	11	48	48	0	0	48	0
6544	10	32	8	8	0	16	16
6545	10	32	16	16	0	32	0
6546	10	32	16	0	0	16	16
6547	10	32	32	0	0	32	0
6548	10	36	24	12	0	36	0
6549	10	36	24	0	0	24	12
6550	9	20	16	4	0	20	0
6551	15	125	8	1	0	9	116
6552	16	150	24	0	0	24	126
6553	17	180	72	0	0	72	108
6554	18	216	216	0	0	216	0
6555	15	120	24	0	0	24	96
6556	14	100	8	0	0	8	92
6557	13	84	8	0	0	8	76
6558	16	144	72	0	0	72	72
6559	15	120	24	0	0	24	96
6560	14	100	8	2	0	10	90
6561	14	96	24	0	0	24	72
6562	13	80	8	0	0	8	72
6563	12	60	8	0	0	8	52
6564	13	80	4	0	0	4	76
6565	14	96	12	0	0	12	84
6566	13	80	4	2	0	6	74
6567	12	64	4	0	0	4	60
6568	12	64	8	0	0	8	56
6569	12	64	4	0	0	4	60
6570	13	80	8	0	0	8	72
6571	13	80	20	0	0	20	60
6572	12	64	8	0	0	8	56
6573	12	60	8	0	0	8	52
6574	13	72	8	0	0	8	64
6575	12	60	4	0	0	4	56
6576	14	96	24	0	0	24	72
6577	15	120	120	0	0	120	0
6578	14	96	48	0	0	48	48
6579	13	72	24	0	0	24	48
6580	13	80	8	4	0	12	68
6581	14	100	40	0	0	40	60
6582	13	80	16	0	0	16	64
6583	12	60	8	0	0	8	52
6584	12	60	8	0	0	8	52
6585	12	64	8	0	0	8	56
6586	11	44	8	0	0	8	36
6587	12	64	2	2	0	4	60
6588	12	68	4	0	0	4	64
6589	12	64	8	0	0	8	56
6590	12	68	8	0	0	8	60
6591	12	64	4	0	0	4	60
6592	13	80	8	0	0	8	72
6593	12	64	8	0	0	8	56
6594	12	64	8	0	0	8	56
6595	12	64	4	4	0	8	56
6596	13	80	20	0	0	20	60
6597	12	64	8	0	0	8	56
6598	12	68	8	0	0	8	60
6599	12	64	8	0	0	8	56
6600	11	48	4	0	0	4	44
6601	11	44	4	0	0	4	40
6602	11	48	8	0	0	8	40
6603	12	64	24	0	0	24	40
6604	12	64	12	0	0	12	52
6605	11	52	8	0	0	8	44
6606	11	52	12	0	0	12	40
6607	11	48	4	0	0	4	44
6608	12	64	8	8	0	16	48
6609	13	80	40	0	0	40	40
6610	12	64	16	0	0	16	48
6611	11	48	8	0	0	8	40
6612	12	64	64	0	0	64	0
6613	11	48	16	0	0	16	32
6614	11	48	24	0	0	24	24
6615	10	32	8	0	0	8	24
6616	12	68	4	0	0	4	64
6617	13	84	8	0	0	8	76
6618	12	64	4	0	0	4	60
6619	12	72	4	0	0	4	68
6620	12	64	8	0	0	8	56
6621	12	64	4	0	0	4	60
6622	12	64	4	4	0	8	56
6623	13	80	8	0	0	8	72
6624	14	100	16	0	0	16	84
6625	13	84	16	0	0	16	68
6626	12	64	8	0	0	8	56
6627	11	48	4	0	0	4	44
6628	14	102	24	0	0	24	78
6629	13	85	8	1	0	9	76
6630	12	65	8	0	0	8	57
6631	12	68	8	0	0	8	60
6632	12	68	8	0	0	8	60
6633	12	68	8	2	0	10	58
6634	11	48	8	0	0	8	40
6635	12	68	4	2	0	6	62
6636	12	64	8	2	0	10	54
6637	12	64	4	2	0	6	58
6638	12	64	8	2	0	10	54
6639	12	64	8	0	0	8	56
6640	13	80	16	0	0	16	64
6641	12	64	4	1	0	5	59
6642	12	64	4	4	0	8	56
6643	13	80	8	0	0	8	72
6644	12	68	8	0	0	8	60
6645	12	64	8	0	0	8	56
6646	12	64	16	0	0	16	48
6647	12	64	8	0	0	8	56
6648	11	48	4	2	0	6	42
6649	12	68	4	2	0	6	62
6650	12	68	8	0	0	8	60
6651	12	60	8	2	0	10	50
6652	13	80	16	0	0	16	64
6653	14	96	16	0	0	16	80
6654	13	72	8	0	0	8	64
6655	13	80	8	0	0	8	72
6656	12	60	4	2	0	6	54
6657	13	80	8	2	0	10	70
6658	14	96	24	0	0	24	72
6659	12	68	8	0	0	8	60
6660	13	80	16	0	0	16	64
6661	14	96	48	0	0	48	48
6662	12	64	16	0	0	16	48
6663	13	80	8	1	0	9	71
6664	14	96	24	0	0	24	72
6665	13	80	8	4	0	12	68
6666	14	100	16	0	0	16	84
6667	15	120	48	0	0	48	72
6668	14	96	24	0	0	24	72
6669	14	96	48	0	0	48	48
6670	13	80	16	0	0	16	64
6671	13	80	16	0	0	16	64
6672	13	72	24	0	0	24	48
6673	12	60	8	0	0	8	52
6674	12	60	8	2	0	10	50
6675	13	84	16	0	0	16	68
6676	12	64	8	0	0	8	56
6677	13	80	16	0	0	16	64
6678	12	64	8	2	0	10	54
6679	12	60	8	0	0	8	52
6680	12	60	8	0	0	8	52
6681	12	60	16	0	0	16	44
6682	11	44	8	0	0	8	36
6683	11	44	8	0	0	8	36
6684	11	44	8	0	0	8	36
6685	11	48	4	0	0	4	44
6686	11	44	4	0	0	4	40
6687	12	60	8	0	0	8	52
6688	11	52	4	0	0	4	48
6689	11	44	4	0	0	4	40
6690	11	52	8	0	0	8	44
6691	12	64	16	0	0	16	48
6692	11	48	8	4	0	12	36
6693	12	68	32	0	0	32	36
6694	11	52	4	0	0	4	48
6695	12	64	8	4	0	12	52
6696	12	64	16	0	0	16	48
6697	11	52	8	0	0	8	44
6698	11	52	8	4	0	12	40
6699	11	48	8	4	0	12	36
6700	12	60	8	0	0	8	52
6701	12	64	16	0	0	16	48
6702	13	80	32	0	0	32	48
6703	12	64	16	0	0	16	48
6704	12	64	32	0	0	32	32
6705	11	48	16	0	0	16	32
6706	11	48	8	4	0	12	36
6707	12	60	16	0	0	16	44
6708	11	52	4	2	0	6	46
6709	12	64	8	0	0	8	56
6710	12	64	16	0	0	16	48
6711	11	52	8	0	0	8	44
6712	11	52	24	0	0	24	28
6713	12	64	16	0	0	16	48
6714	12	64	16	0	0	16	48
6715	11	48	16	0	0	16	32
6716	11	48	4	0	0	4	44
6717	12	64	8	0	0	8	56
6718	12	64	8	2	0	10	54
6719	11	52	8	0	0	8	44
6720	11	52	8	0	0	8	44
6721	11	48	4	2	0	6	42
6722	12	60	8	0	0	8	52
6723	12	64	8	0	0	8	56
6724	12	64	8	0	0	8	56
6725	11	48	4	2	0	6	42
6726	12	68	16	0	0	16	52
6727	11	52	8	0	0	8	44
6728	11	52	12	0	0	12	40
6729	13	80	16	0	0	16	64
6730	13	80	40	0	0	40	40
6731	12	64	8	8	0	16	48
6732	12	64	16	0	0	16	48
6733	12	64	16	0	0	16	48
6734	12	64	16	0	0	16	48
6735	11	48	8	0	0	8	40
6736	13	80	32	0	0	32	48
6737	12	60	16	0	0	16	44
6738	12	60	40	0	0	40	20
6739	12	64	16	0	0	16	48
6740	11	48	16	0	0	16	32
6741	11	48	8	4	0	12	36
6742	11	48	16	0	0	16	32
6743	11	48	16	0	0	16	32
6744	12	64	16	0	0	16	48
6745	12	64	32	0	0	32	32
6746	11	44	8	0	0	8	36
6747	11	44	8	0	0	8	36
6748	11	44	16	0	0	16	28
6749	11	48	8	4	0	12	36
6750	12	68	32	0	0	32	36
6751	11	48	16	0	0	16	32
6752	11	52	16	0	0	16	36
6753	11	52	16	0	0	16	36
6754	10	32	8	0	0	8	24
6755	12	64	8	1	0	9	55
6756	13	75	12	3	0	15	60
6757	14	90	36	0	0	36	54
6758	15	108	36	0	0	36	72
6759	14	90	12	0	0	12	78
6760	14	90	18	0	0	18	72
6761	13	75	6	3	0	9	66
6762	12	63	6	0	0	6	57
6763	14	100	16	4	0	20	80
6764	15	120	48	0	0	48	72
6765	16	144	144	0	0	144	0
6766	15	108	108	0	0	108	0
6767	14	90	36	0	0	36	54
6768	14	90	36	0	0	36	54
6769	13	75	12	0	0	12	63
6770	13	75	12	3	0	15	60
6771	14	96	48	0	0	48	48
6772	13	80	16	2	0	18	62
6773	13	66	12	0	0	12	54
6774	13	66	36	0	0	36	30
6775	12	55	12	1	0	13	42
6776	12	55	6	1	0	7	48
6777	12	55	12	0	0	12	43
6778	12	55	12	1	0	13	42
6779	12	60	16	0	0	16	44
6780	12	64	16	0	0	16	48
6781	12	63	12	0	0	12	51
6782	12	64	16	1	0	17	47
6783	11	39	12	0	0	12	27
6784	11	44	12	2	0	14	30
6785	12	60	6	0	0	6	54
6786	11	48	6	0	0	6	42
6787	12	60	8	0	0	8	52
6788	11	48	8	2	0	10	38
6789	11	40	12	2	0	14	26
6790	12	48	12	0	0	12	36
6791	11	40	6	2	0	8	32
6792	11	44	6	1	0	7	37
6793	11	49	8	0	0	8	41
6794	12	55	6	1	0	7	48
6795	13	66	18	0	0	18	48
6796	11	47	6	0	0	6	41
6797	11	40	6	2	0	8	32
6798	12	48	6	0	0	6	42
6799	11	44	6	1	0	7	37
6800	11	47	6	1	0	7	40
6801	12	64	16	4	0	20	44
6802	12	64	16	4	0	20	44
6803	11	48	16	2	0	18	30
6804	12	60	8	0	0	8	52
6805	13	80	32	0	0	32	48
6806	12	64	16	0	0	16	48
6807	12	64	32	0	0	32	32
6808	12	60	16	0	0	16	44
6809	11	44	16	0	0	16	28
6810	12	64	8	0	0	8	56
6811	12	64	8	0	0	8	56
6812	11	48	8	0	0	8	40
6813	12	60	12	0	0	12	48
6814	12	60	12	0	0	12	48
6815	12	60	6	0	0	6	54
6816	12	60	6	0	0	6	54
6817	12	64	8	2	0	10	54
6818	13	80	16	0	0	16	64
