Poly	|V|	|F|	|S|	|B|	|A|	|X|	|E|
2199	10	36	6	0	0	6	30
2200	10	36	12	6	0	18	18
2201	10	36	8	2	0	10	26
2202	10	36	6	3	0	9	27
2203	10	36	12	6	0	18	18
2204	10	40	16	4	0	20	20
2205	10	36	6	0	0	6	30
2206	10	40	8	0	0	8	32
2207	11	48	16	8	0	24	24
2208	11	48	16	0	0	16	32
2209	10	36	16	4	0	20	16
2210	10	36	6	3	0	9	27
2211	10	36	12	6	0	18	18
2212	10	36	6	0	0	6	30
2213	10	36	12	6	0	18	18
2214	11	48	32	0	0	32	16
2215	10	36	12	0	0	12	24
2216	9	24	12	2	0	14	10
2217	11	48	12	0	0	12	36
2218	10	32	8	4	0	12	20
2219	10	36	6	1	0	7	29
2220	10	32	8	4	0	12	20
2221	11	51	12	0	0	12	39
2222	11	48	24	6	0	30	18
2223	10	39	24	3	0	27	12
2224	10	32	4	0	0	4	28
2225	11	49	6	3	0	9	40
2226	10	40	6	1	0	7	33
2227	10	32	8	4	0	12	20
2228	11	51	6	0	0	6	45
2229	11	48	12	3	0	15	33
2230	10	39	12	3	0	15	24
2231	10	40	6	1	0	7	33
2232	10	32	4	0	0	4	28
2233	10	32	4	4	0	8	24
2234	11	51	6	0	0	6	45
2235	11	48	12	6	0	18	30
2236	10	39	12	3	0	15	24
2237	11	56	8	2	0	10	46
2238	11	56	8	0	0	8	48
2239	11	51	12	0	0	12	39
2240	12	68	32	0	0	32	36
2241	12	68	16	0	0	16	52
2242	12	68	32	0	0	32	36
2243	11	56	16	0	0	16	40
2244	11	56	16	4	0	20	36
2245	11	51	12	0	0	12	39
2246	11	51	24	0	0	24	27
2247	10	39	6	0	0	6	33
2248	11	60	32	0	0	32	28
2249	10	39	12	2	0	14	25
2250	11	48	12	6	0	18	30
2251	11	48	12	6	0	18	30
2252	11	48	12	0	0	12	36
2253	10	39	12	3	0	15	24
2254	11	48	12	3	0	15	33
2255	11	48	6	3	0	9	39
2256	11	48	12	0	0	12	36
2257	10	39	6	0	0	6	33
2258	11	52	16	2	0	18	34
2259	11	52	8	2	0	10	42
2260	11	55	16	0	0	16	39
2261	10	39	8	1	0	9	30
2262	11	48	24	6	0	30	18
2263	11	48	12	6	0	18	30
2264	11	48	24	0	0	24	24
2265	10	39	12	3	0	15	24
2266	11	48	12	0	0	12	36
2267	12	64	32	8	0	40	24
2268	11	52	32	4	0	36	16
2269	11	48	24	6	0	30	18
2270	10	36	24	2	0	26	10
2271	11	48	6	0	0	6	42
2272	11	48	12	0	0	12	36
2273	10	39	6	0	0	6	33
2274	11	56	16	0	0	16	40
2275	10	40	6	1	0	7	33
2276	10	40	18	1	0	19	21
2277	10	40	12	1	0	13	27
2278	10	40	12	0	0	12	28
2279	12	64	16	8	0	24	40
2280	12	64	32	0	0	32	32
2281	11	52	16	4	0	20	32
2282	11	48	12	0	0	12	36
2283	11	48	24	6	0	30	18
2284	11	48	12	0	0	12	36
2285	11	48	12	6	0	18	30
2286	11	48	24	0	0	24	24
2287	10	36	6	1	0	7	29
2288	10	36	12	2	0	14	22
2289	10	32	12	0	0	12	20
2290	10	32	16	4	0	20	12
2291	10	32	8	0	0	8	24
2292	10	32	8	4	0	12	20
2293	10	32	8	4	0	12	20
2294	10	32	8	4	0	12	20
2295	10	32	4	0	0	4	28
2296	11	48	24	0	0	24	24
2297	10	32	12	0	0	12	20
2298	10	32	16	4	0	20	12
2299	10	32	8	0	0	8	24
2300	10	32	8	4	0	12	20
2301	10	32	16	0	0	16	16
2302	10	40	12	2	0	14	26
2303	10	40	18	0	0	18	22
2304	10	39	24	3	0	27	12
2305	10	39	12	3	0	15	24
2306	10	39	24	0	0	24	15
2307	9	23	8	1	0	9	14
2308	9	24	12	12	0	24	0
2309	9	24	9	3	0	12	12
2310	9	24	8	4	0	12	12
2311	9	24	8	4	0	12	12
2312	9	24	4	8	0	12	12
2313	9	28	6	6	0	12	16
2314	10	36	18	18	0	36	0
2315	10	36	18	0	0	18	18
2316	9	27	18	9	0	27	0
2317	10	36	9	9	0	18	18
2318	10	36	9	0	0	9	27
2319	9	27	9	0	0	9	18
2320	10	36	12	6	0	18	18
2321	10	39	12	0	0	12	27
2322	9	27	12	3	0	15	12
2323	10	36	12	6	0	18	18
2324	10	36	12	0	0	12	24
2325	9	27	12	3	0	15	12
2326	10	40	16	4	0	20	20
2327	9	28	12	2	0	14	14
2328	11	48	24	24	0	48	0
2329	11	48	24	0	0	24	24
2330	10	36	24	12	0	36	0
2331	10	36	9	0	0	9	27
2332	10	36	12	6	0	18	18
2333	10	36	18	18	0	36	0
2334	11	48	48	0	0	48	0
2335	10	36	18	0	0	18	18
2336	10	36	36	0	0	36	0
2337	9	24	9	3	0	12	12
2338	9	24	18	6	0	24	0
2339	9	24	8	4	0	12	12
2340	9	24	4	8	0	12	12
2341	9	24	12	12	0	24	0
2342	10	36	18	0	0	18	18
2343	9	24	8	4	0	12	12
2344	10	36	24	0	0	24	12
2345	10	36	18	0	0	18	18
2346	10	36	36	0	0	36	0
2347	9	24	8	4	0	12	12
2348	9	24	12	12	0	24	0
2349	9	24	12	0	0	12	12
2350	9	24	24	0	0	24	0
2351	9	27	18	9	0	27	0
2352	9	27	18	0	0	18	9
2353	8	15	12	3	0	15	0
2354	12	63	9	0	0	9	54
2355	12	63	30	0	0	30	33
2356	11	51	9	6	0	15	36
2357	11	51	9	6	0	15	36
2358	12	63	9	0	0	9	54
2359	12	63	6	0	0	6	57
2360	12	63	30	6	0	36	27
2361	11	51	3	6	0	9	42
2362	11	51	9	6	0	15	36
2363	12	71	34	0	0	34	37
2364	11	59	3	4	0	7	52
2365	12	75	6	0	0	6	69
2366	12	75	6	2	0	8	67
2367	11	55	6	4	0	10	45
2368	11	51	9	6	0	15	36
2369	12	69	9	3	0	12	57
2370	13	90	9	0	0	9	81
2371	12	69	6	3	0	9	60
2372	11	51	3	6	0	9	42
2373	12	63	9	0	0	9	54
2374	11	51	6	6	0	12	39
2375	10	39	9	12	0	21	18
2376	11	51	9	0	0	9	42
2377	10	39	3	12	0	15	24
2378	12	71	12	4	0	16	55
2379	11	55	4	4	0	8	47
2380	11	55	12	2	0	14	41
2381	11	59	6	0	0	6	53
2382	11	56	4	1	0	5	51
2383	12	69	12	0	0	12	57
2384	11	56	8	1	0	9	47
2385	10	43	4	2	0	6	37
2386	11	45	9	9	0	18	27
2387	12	54	9	0	0	9	45
2388	11	48	6	3	0	9	39
2389	11	45	9	0	0	9	36
2390	10	36	9	9	0	18	18
2391	11	51	6	6	0	12	39
2392	12	63	6	0	0	6	57
2393	12	63	3	0	0	3	60
2394	11	54	9	0	0	9	45
2395	12	72	9	0	0	9	63
2396	11	54	3	0	0	3	51
2397	12	64	4	1	0	5	59
2398	11	55	4	0	0	4	51
2399	11	51	6	6	0	12	39
2400	12	63	12	6	0	18	45
2401	11	51	12	3	0	15	36
2402	11	54	6	0	0	6	48
2403	11	55	8	1	0	9	46
2404	11	48	6	3	0	9	39
2405	11	48	12	3	0	15	33
2406	10	39	6	3	0	9	30
2407	10	39	6	6	0	12	27
2408	10	36	9	9	0	18	18
2409	11	45	9	0	0	9	36
2410	10	36	9	9	0	18	18
2411	9	27	9	18	0	27	0
2412	12	63	18	0	0	18	45
2413	11	51	6	3	0	9	42
2414	11	51	6	3	0	9	42
2415	12	63	6	0	0	6	57
2416	12	63	18	0	0	18	45
2417	12	69	18	3	0	21	48
2418	13	90	18	0	0	18	72
2419	11	51	6	3	0	9	42
2420	12	69	6	0	0	6	63
2421	11	51	9	0	0	9	42
2422	10	39	6	3	0	9	30
2423	11	51	18	0	0	18	33
2424	11	55	4	2	0	6	49
2425	11	57	6	0	0	6	51
2426	11	60	20	0	0	20	40
2427	10	44	4	1	0	5	39
2428	11	55	6	0	0	6	49
2429	10	43	4	2	0	6	37
2430	11	48	6	3	0	9	39
2431	11	45	6	3	0	9	36
2432	12	54	6	0	0	6	48
2433	11	45	6	3	0	9	36
2434	11	48	3	0	0	3	45
2435	11	48	4	1	0	5	43
2436	11	45	12	0	0	12	33
2437	10	36	6	3	0	9	27
2438	12	63	12	0	0	12	51
2439	11	51	6	6	0	12	39
2440	12	63	6	0	0	6	57
2441	11	48	6	3	0	9	39
2442	12	63	6	0	0	6	57
2443	11	54	6	0	0	6	48
2444	12	72	12	0	0	12	60
2445	11	54	6	0	0	6	48
2446	12	64	8	1	0	9	55
2447	11	55	8	1	0	9	46
2448	11	51	12	6	0	18	33
2449	12	63	12	0	0	12	51
2450	11	48	12	3	0	15	33
2451	11	51	6	6	0	12	39
2452	10	39	12	3	0	15	24
2453	12	63	6	0	0	6	57
2454	11	54	6	0	0	6	48
2455	12	72	18	0	0	18	54
2456	11	54	6	0	0	6	48
2457	11	51	6	0	0	6	45
2458	12	63	12	0	0	12	51
2459	11	51	24	0	0	24	27
2460	11	54	12	0	0	12	42
2461	11	55	4	2	0	6	49
2462	11	51	6	6	0	12	39
2463	12	63	6	0	0	6	57
2464	11	48	6	3	0	9	39
2465	12	63	12	0	0	12	51
2466	11	48	12	0	0	12	36
2467	10	39	6	0	0	6	33
2468	11	48	3	0	0	3	45
2469	10	36	6	3	0	9	27
2470	11	45	6	0	0	6	39
2471	11	51	3	3	0	6	45
2472	12	63	6	0	0	6	57
2473	12	63	3	0	0	3	60
2474	12	64	4	0	0	4	60
2475	11	55	4	0	0	4	51
2476	11	54	6	0	0	6	48
2477	12	72	15	0	0	15	57
2478	12	63	9	0	0	9	54
2479	11	54	9	0	0	9	45
2480	11	51	6	3	0	9	42
2481	11	48	6	0	0	6	42
2482	11	54	30	0	0	30	24
2483	10	39	6	0	0	6	33
2484	11	54	12	0	0	12	42
2485	11	51	3	0	0	3	48
2486	12	63	6	0	0	6	57
2487	11	51	12	0	0	12	39
2488	11	48	3	0	0	3	45
2489	11	48	6	0	0	6	42
2490	11	54	9	0	0	9	45
2491	10	39	3	0	0	3	36
2492	11	55	16	1	0	17	38
2493	11	55	8	0	0	8	47
2494	11	48	4	1	0	5	43
2495	11	48	8	0	0	8	40
2496	10	39	4	1	0	5	34
2497	10	39	6	6	0	12	27
2498	11	51	12	0	0	12	39
2499	10	39	12	3	0	15	24
2500	11	51	15	0	0	15	36
2501	10	39	6	0	0	6	33
2502	11	51	9	0	0	9	42
2503	12	63	24	0	0	24	39
2504	11	51	24	0	0	24	27
2505	10	36	6	3	0	9	27
2506	11	45	12	0	0	12	33
2507	10	36	12	3	0	15	21
2508	11	51	9	0	0	9	42
2509	10	39	9	0	0	9	30
2510	10	36	6	0	0	6	30
2511	9	27	6	3	0	9	18
2512	10	43	3	8	0	11	32
2513	11	59	9	0	0	9	50
2514	12	75	75	0	0	75	0
2515	12	63	6	0	0	6	57
2516	11	51	3	3	0	6	45
2517	12	63	12	0	0	12	51
2518	11	54	12	0	0	12	42
2519	12	72	12	0	0	12	60
2520	11	54	3	0	0	3	51
2521	11	48	3	3	0	6	42
2522	11	51	6	3	0	9	42
2523	11	54	3	0	0	3	51
2524	12	63	6	0	0	6	57
2525	11	54	6	0	0	6	48
2526	11	48	6	3	0	9	39
2527	12	63	6	0	0	6	57
2528	11	51	3	3	0	6	45
2529	10	39	6	3	0	9	30
2530	11	54	12	0	0	12	42
2531	11	45	3	6	0	9	36
2532	12	54	3	0	0	3	51
2533	11	48	9	0	0	9	39
2534	11	45	6	0	0	6	39
2535	10	36	3	6	0	9	27
2536	11	56	6	0	0	6	50
2537	10	40	4	2	0	6	34
2538	11	56	12	0	0	12	44
2539	11	54	15	0	0	15	39
2540	11	59	16	2	0	18	41
2541	11	51	6	0	0	6	45
2542	11	51	24	6	0	30	21
2543	10	39	3	6	0	9	30
2544	11	51	9	0	0	9	42
2545	10	39	9	6	0	15	24
2546	11	48	9	0	0	9	39
2547	11	48	24	0	0	24	24
2548	10	39	9	0	0	9	30
2549	10	43	3	4	0	7	36
2550	11	55	6	2	0	8	47
2551	11	56	6	2	0	8	48
2552	12	69	38	0	0	38	31
2553	11	56	16	2	0	18	38
2554	10	43	6	4	0	10	33
2555	10	36	3	6	0	9	27
2556	11	51	6	3	0	9	42
2557	12	69	9	0	0	9	60
2558	12	63	36	0	0	36	27
2559	11	45	15	0	0	15	30
2560	11	51	15	3	0	18	33
2561	10	36	6	6	0	12	24
2562	10	39	6	6	0	12	27
2563	9	27	3	12	0	15	12
2564	10	39	9	0	0	9	30
2565	11	56	8	4	0	12	44
2566	12	76	8	0	0	8	68
2567	11	56	4	0	0	4	52
2568	11	52	8	4	0	12	40
2569	12	64	8	0	0	8	56
2570	12	72	32	0	0	32	40
2571	11	52	12	4	0	16	36
2572	11	52	8	4	0	12	40
2573	12	64	8	0	0	8	56
2574	11	52	8	4	0	12	40
2575	12	64	8	0	0	8	56
2576	12	72	12	0	0	12	60
2577	11	52	12	4	0	16	36
2578	11	52	8	4	0	12	40
2579	11	52	4	2	0	6	46
2580	12	64	4	0	0	4	60
2581	11	52	4	0	0	4	48
2582	12	64	4	0	0	4	60
2583	11	56	12	0	0	12	44
2584	11	52	8	2	0	10	42
2585	11	52	8	0	0	8	44
2586	12	64	16	0	0	16	48
2587	11	55	4	2	0	6	49
2588	11	56	8	4	0	12	44
2589	11	53	4	1	0	5	48
2590	11	56	4	0	0	4	52
2591	11	52	8	4	0	12	40
2592	12	64	8	0	0	8	56
2593	12	64	12	0	0	12	52
2594	12	64	16	0	0	16	48
2595	11	52	12	0	0	12	40
2596	10	40	8	2	0	10	30
2597	12	72	20	0	0	20	52
2598	11	52	6	0	0	6	46
2599	11	52	8	2	0	10	42
2600	11	53	6	0	0	6	47
2601	11	53	8	1	0	9	44
2602	11	54	12	0	0	12	42
2603	11	53	8	1	0	9	44
2604	10	41	8	1	0	9	32
2605	10	40	12	2	0	14	26
2606	11	56	12	0	0	12	44
2607	11	56	12	0	0	12	44
2608	10	40	8	2	0	10	30
2609	12	72	32	0	0	32	40
2610	11	52	12	4	0	16	36
2611	12	72	32	0	0	32	40
2612	11	56	32	0	0	32	24
2613	11	52	12	0	0	12	40
2614	10	40	12	2	0	14	26
2615	11	67	18	1	0	19	48
2616	12	96	96	0	0	96	0
2617	11	52	4	2	0	6	46
2618	12	64	4	0	0	4	60
2619	11	52	6	2	0	8	44
2620	12	64	8	0	0	8	56
2621	11	52	4	2	0	6	46
2622	12	72	4	4	0	8	64
2623	13	85	8	0	0	8	77
2624	12	69	4	0	0	4	65
2625	12	78	20	0	0	20	58
2626	11	57	4	0	0	4	53
2627	11	52	8	2	0	10	42
2628	11	52	4	0	0	4	48
2629	11	56	8	2	0	10	46
2630	12	76	8	0	0	8	68
2631	11	56	4	4	0	8	48
2632	12	72	34	0	0	34	38
2633	11	56	12	2	0	14	42
2634	12	72	6	0	0	6	66
2635	12	72	16	0	0	16	56
2636	11	56	12	2	0	14	42
2637	12	64	8	0	0	8	56
2638	12	64	20	0	0	20	44
2639	11	52	4	2	0	6	46
2640	11	52	6	0	0	6	46
2641	10	40	4	2	0	6	34
2642	11	56	6	4	0	10	46
2643	11	52	4	2	0	6	46
2644	11	57	4	1	0	5	52
2645	11	58	6	0	0	6	52
2646	11	53	4	1	0	5	48
2647	11	57	8	1	0	9	48
2648	11	57	4	0	0	4	53
2649	12	69	6	0	0	6	63
2650	11	57	6	0	0	6	51
2651	11	57	6	0	0	6	51
2652	11	53	8	1	0	9	44
2653	11	57	6	0	0	6	51
2654	10	41	3	2	0	5	36
2655	11	56	16	0	0	16	40
2656	10	40	6	2	0	8	32
2657	10	44	3	2	0	5	39
2658	11	60	12	0	0	12	48
2659	12	80	80	0	0	80	0
2660	11	64	20	1	0	21	43
2661	11	56	6	4	0	10	46
2662	11	60	12	0	0	12	48
2663	10	44	6	4	0	10	34
2664	11	56	6	0	0	6	50
2665	10	40	4	2	0	6	34
2666	12	72	16	0	0	16	56
2667	11	52	6	2	0	8	44
2668	11	56	16	0	0	16	40
2669	11	52	16	2	0	18	34
2670	10	40	6	2	0	8	32
2671	10	44	16	4	0	20	24
2672	12	68	8	2	0	10	58
2673	12	72	6	4	0	10	62
2674	12	72	8	0	0	8	64
2675	11	56	8	2	0	10	46
2676	12	68	4	0	0	4	64
2677	12	72	6	4	0	10	62
2678	12	72	8	0	0	8	64
2679	11	56	4	0	0	4	52
2680	12	68	8	0	0	8	60
2681	11	52	4	4	0	8	44
2682	11	56	6	2	0	8	48
2683	12	76	20	0	0	20	56
2684	11	56	8	2	0	10	46
2685	12	76	24	0	0	24	52
2686	11	56	4	2	0	6	50
2687	12	76	34	0	0	34	42
2688	12	72	20	0	0	20	52
2689	11	56	6	4	0	10	46
2690	11	60	3	2	0	5	55
2691	12	76	12	0	0	12	64
2692	11	56	6	4	0	10	46
2693	12	72	6	0	0	6	66
2694	12	72	20	0	0	20	52
2695	12	68	20	0	0	20	48
2696	11	52	8	2	0	10	42
2697	11	56	4	0	0	4	52
2698	12	68	8	0	0	8	60
2699	11	56	8	0	0	8	48
2700	12	72	12	0	0	12	60
2701	11	56	4	2	0	6	50
2702	11	52	6	4	0	10	42
2703	12	72	20	4	0	24	48
2704	13	96	20	0	0	20	76
2705	12	72	6	0	0	6	66
2706	12	72	8	2	0	10	62
2707	10	40	6	4	0	10	30
2708	11	56	20	0	0	20	36
2709	12	68	8	2	0	10	58
2710	12	72	6	4	0	10	62
2711	12	72	12	0	0	12	60
2712	11	56	8	2	0	10	46
2713	13	85	34	0	0	34	51
2714	14	102	34	0	0	34	68
2715	13	85	17	0	0	17	68
2716	12	65	12	2	0	14	51
2717	13	78	12	0	0	12	66
2718	12	65	6	2	0	8	57
2719	12	65	6	4	0	10	55
2720	13	78	6	0	0	6	72
2721	12	65	3	4	0	7	58
2722	12	69	12	2	0	14	55
2723	12	69	12	0	0	12	57
2724	11	53	3	4	0	7	46
2725	12	73	17	0	0	17	56
2726	12	68	12	0	0	12	56
2727	11	52	4	8	0	12	40
2728	11	56	6	4	0	10	46
2729	11	56	4	4	0	8	48
2730	12	76	20	0	0	20	56
2731	11	56	6	4	0	10	46
2732	12	76	16	0	0	16	60
2733	12	72	20	0	0	20	52
2734	11	56	6	4	0	10	46
2735	12	68	34	0	0	34	34
2736	11	52	12	4	0	16	36
2737	11	56	6	2	0	8	48
2738	11	56	6	0	0	6	50
2739	12	68	12	0	0	12	56
2740	11	56	12	0	0	12	44
2741	11	52	6	8	0	14	38
2742	12	72	20	4	0	24	48
2743	13	96	42	0	0	42	54
2744	12	72	12	2	0	14	58
2745	10	40	6	8	0	14	26
2746	11	56	34	0	0	34	22
2747	12	68	8	2	0	10	58
2748	12	72	4	4	0	8	64
2749	12	72	12	0	0	12	60
2750	11	56	8	2	0	10	46
2751	12	68	4	0	0	4	64
2752	12	72	4	2	0	6	66
2753	12	72	6	0	0	6	66
2754	11	56	4	0	0	4	52
2755	12	72	12	0	0	12	60
2756	12	76	17	0	0	17	59
2757	12	68	16	2	0	18	50
2758	12	72	12	0	0	12	60
2759	12	72	16	0	0	16	56
2760	11	56	16	0	0	16	40
2761	11	55	4	1	0	5	50
2762	12	69	8	0	0	8	61
2763	11	56	8	1	0	9	47
2764	11	59	12	2	0	14	45
2765	12	72	8	0	0	8	64
2766	12	72	12	0	0	12	60
2767	12	72	20	0	0	20	52
2768	12	68	8	2	0	10	58
2769	12	68	16	0	0	16	52
2770	11	55	8	1	0	9	46
2771	11	55	12	1	0	13	42
2772	11	56	4	2	0	6	50
2773	11	60	12	0	0	12	48
2774	12	72	6	4	0	10	62
2775	12	76	12	0	0	12	64
2776	12	72	20	0	0	20	52
2777	11	56	8	2	0	10	46
2778	11	56	12	2	0	14	42
2779	12	72	12	0	0	12	60
2780	11	56	8	2	0	10	46
2781	12	69	12	0	0	12	57
2782	12	69	16	0	0	16	53
2783	12	69	40	0	0	40	29
2784	11	53	8	1	0	9	44
2785	11	53	12	2	0	14	39
2786	11	53	16	0	0	16	37
2787	11	56	12	1	0	13	43
2788	11	57	6	1	0	7	50
2789	11	56	8	1	0	9	47
2790	11	60	17	0	0	17	43
2791	11	59	16	0	0	16	43
2792	10	40	8	1	0	9	31
2793	12	68	6	0	0	6	62
2794	11	52	2	4	0	6	46
2795	11	57	6	0	0	6	51
2796	12	68	17	0	0	17	51
2797	13	85	17	0	0	17	68
2798	11	52	6	2	0	8	44
2799	12	65	6	0	0	6	59
2800	11	52	3	4	0	7	45
2801	12	65	6	0	0	6	59
2802	11	56	6	2	0	8	48
2803	11	53	6	0	0	6	47
2804	11	53	6	0	0	6	47
2805	10	40	3	4	0	7	33
2806	12	68	12	0	0	12	56
2807	11	52	4	8	0	12	40
2808	12	72	6	0	0	6	66
2809	11	56	4	0	0	4	52
2810	11	56	4	0	0	4	52
2811	12	76	12	0	0	12	64
2812	11	56	6	0	0	6	50
2813	12	76	20	0	0	20	56
2814	12	72	8	0	0	8	64
2815	12	72	34	0	0	34	38
2816	11	56	4	0	0	4	52
2817	11	56	12	0	0	12	44
2818	11	56	6	2	0	8	48
