Poly	|V|	|F|	|S|	|B|	|A|	|X|	|E|
3179	13	92	24	2	0	26	66
3180	14	120	60	0	0	60	60
3181	11	52	6	0	0	6	46
3182	11	52	6	0	0	6	46
3183	11	52	16	0	0	16	36
3184	11	52	6	8	0	14	38
3185	12	68	34	0	0	34	34
3186	10	36	6	0	0	6	30
3187	11	51	6	3	0	9	42
3188	11	52	8	0	0	8	44
3189	10	40	8	2	0	10	30
3190	10	36	6	4	0	10	26
3191	10	35	9	2	0	11	24
3192	11	43	9	0	0	9	34
3193	12	68	12	0	0	12	56
3194	11	52	12	0	0	12	40
3195	12	68	12	0	0	12	56
3196	11	52	12	0	0	12	40
3197	12	68	68	0	0	68	0
3198	12	72	12	0	0	12	60
3199	12	64	40	0	0	40	24
3200	11	52	12	0	0	12	40
3201	11	52	12	0	0	12	40
3202	11	52	6	0	0	6	46
3203	11	52	6	2	0	8	44
3204	11	52	6	8	0	14	38
3205	12	68	12	0	0	12	56
3206	12	68	32	0	0	32	36
3207	12	68	32	0	0	32	36
3208	11	52	16	0	0	16	36
3209	11	52	12	0	0	12	40
3210	11	52	12	0	0	12	40
3211	12	72	72	0	0	72	0
3212	11	52	32	0	0	32	20
3213	12	68	12	0	0	12	56
3214	13	84	84	0	0	84	0
3215	12	68	32	0	0	32	36
3216	11	52	12	0	0	12	40
3217	12	68	32	0	0	32	36
3218	11	52	12	0	0	12	40
3219	11	52	32	0	0	32	20
3220	10	36	6	4	0	10	26
3221	11	52	52	0	0	52	0
3222	10	36	12	0	0	12	24
3223	10	36	12	0	0	12	24
3224	11	51	9	6	0	15	36
3225	12	63	9	0	0	9	54
3226	12	63	30	0	0	30	33
3227	11	51	9	0	0	9	42
3228	12	76	12	0	0	12	64
3229	12	63	30	0	0	30	33
3230	11	51	9	0	0	9	42
3231	12	63	30	0	0	30	33
3232	11	51	9	6	0	15	36
3233	11	55	6	2	0	8	47
3234	12	63	9	0	0	9	54
3235	11	51	9	6	0	15	36
3236	11	56	12	4	0	16	40
3237	11	56	6	0	0	6	50
3238	11	55	8	2	0	10	45
3239	11	52	12	4	0	16	36
3240	12	64	12	0	0	12	52
3241	11	52	6	2	0	8	44
3242	12	64	20	0	0	20	44
3243	12	63	18	0	0	18	45
3244	11	51	6	3	0	9	42
3245	12	69	40	0	0	40	29
3246	11	56	12	1	0	13	43
3247	12	72	40	0	0	40	32
3248	11	50	9	0	0	9	41
3249	11	50	30	0	0	30	20
3250	13	84	40	0	0	40	44
3251	12	68	12	8	0	20	48
3252	12	64	40	0	0	40	24
3253	12	72	72	0	0	72	0
3254	11	52	12	4	0	16	36
3255	11	52	32	0	0	32	20
3256	12	63	30	0	0	30	33
3257	12	63	63	0	0	63	0
3258	11	43	9	0	0	9	34
3259	11	43	30	0	0	30	13
3260	11	51	9	0	0	9	42
3261	11	51	9	6	0	15	36
3262	11	51	24	0	0	24	27
3263	11	51	24	0	0	24	27
3264	11	52	32	0	0	32	20
3265	11	51	24	0	0	24	27
3266	10	35	9	2	0	11	24
3267	10	35	9	0	0	9	26
3268	10	35	9	2	0	11	24
3269	10	35	24	0	0	24	11
3270	10	39	6	4	0	10	29
3271	11	56	12	1	0	13	43
3272	10	40	6	2	0	8	32
3273	10	40	12	2	0	14	26
3274	11	51	9	3	0	12	39
3275	12	69	36	3	0	39	30
3276	13	90	36	0	0	36	54
3277	12	69	9	0	0	9	60
3278	12	69	18	3	0	21	48
3279	11	51	6	6	0	12	39
3280	10	39	9	6	0	15	24
3281	11	51	30	0	0	30	21
3282	10	39	6	6	0	12	27
3283	12	68	12	8	0	20	48
3284	13	92	48	4	0	52	40
3285	14	120	120	0	0	120	0
3286	12	72	72	0	0	72	0
3287	13	90	90	0	0	90	0
3288	12	69	36	3	0	39	30
3289	11	51	9	0	0	9	42
3290	11	51	9	6	0	15	36
3291	11	51	24	0	0	24	27
3292	11	52	12	4	0	16	36
3293	11	52	12	4	0	16	36
3294	11	52	32	4	0	36	16
3295	11	50	9	1	0	10	40
3296	10	35	9	2	0	11	24
3297	10	35	6	2	0	8	27
3298	11	56	26	0	0	26	30
3299	10	35	9	2	0	11	24
3300	10	35	9	2	0	11	24
3301	10	35	24	2	0	26	9
3302	11	52	12	16	0	28	24
3303	12	68	68	0	0	68	0
3304	11	56	32	0	0	32	24
3305	10	36	6	4	0	10	26
3306	11	56	32	8	0	40	16
3307	10	36	12	8	0	20	16
3308	10	39	9	0	0	9	30
3309	10	40	12	2	0	14	26
3310	10	39	9	12	0	21	18
3311	11	51	51	0	0	51	0
3312	11	60	60	0	0	60	0
3313	10	39	39	0	0	39	0
3314	10	40	12	2	0	14	26
3315	10	40	40	0	0	40	0
3316	9	23	9	4	0	13	10
3317	12	60	12	12	0	24	36
3318	13	72	12	0	0	12	60
3319	12	60	12	12	0	24	36
3320	12	60	12	6	0	18	42
3321	13	72	12	0	0	12	60
3322	12	60	6	6	0	12	48
3323	12	64	8	4	0	12	52
3324	12	60	24	0	0	24	36
3325	11	48	12	12	0	24	24
3326	12	64	8	4	0	12	52
3327	11	48	12	12	0	24	24
3328	12	60	12	0	0	12	48
3329	12	60	6	6	0	12	48
3330	13	72	6	0	0	6	66
3331	12	60	6	6	0	12	48
3332	12	60	6	3	0	9	51
3333	13	72	6	0	0	6	66
3334	12	60	3	3	0	6	54
3335	12	64	4	2	0	6	58
3336	12	60	12	0	0	12	48
3337	11	48	6	6	0	12	36
3338	13	80	16	2	0	18	62
3339	14	96	16	0	0	16	80
3340	13	80	8	2	0	10	70
3341	12	68	16	2	0	18	50
3342	12	68	8	2	0	10	58
3343	12	60	6	0	0	6	54
3344	13	72	6	0	0	6	66
3345	12	60	6	6	0	12	48
3346	12	63	6	3	0	9	54
3347	12	68	8	2	0	10	58
3348	12	60	12	6	0	18	42
3349	13	72	12	0	0	12	60
3350	13	72	12	0	0	12	60
3351	12	60	6	6	0	12	48
3352	12	60	6	0	0	6	54
3353	11	48	6	6	0	12	36
3354	11	48	12	6	0	18	30
3355	11	48	6	6	0	12	36
3356	12	68	8	8	0	16	52
3357	13	84	16	0	0	16	68
3358	13	84	8	0	0	8	76
3359	13	84	8	0	0	8	76
3360	12	72	12	0	0	12	60
3361	13	96	40	0	0	40	56
3362	12	72	8	0	0	8	64
3363	12	68	16	8	0	24	44
3364	12	64	16	4	0	20	44
3365	11	52	16	4	0	20	32
3366	12	68	8	0	0	8	60
3367	13	84	8	0	0	8	76
3368	12	68	16	0	0	16	52
3369	12	72	8	0	0	8	64
3370	12	64	8	4	0	12	52
3371	12	64	8	0	0	8	56
3372	11	52	8	0	0	8	44
3373	11	52	16	4	0	20	32
3374	11	48	12	12	0	24	24
3375	12	60	24	0	0	24	36
3376	11	48	24	12	0	36	12
3377	11	48	12	0	0	12	36
3378	10	36	12	12	0	24	12
3379	12	60	12	12	0	24	36
3380	13	72	12	0	0	12	60
3381	12	60	12	6	0	18	42
3382	13	72	12	0	0	12	60
3383	12	60	6	6	0	12	48
3384	12	64	8	4	0	12	52
3385	12	60	12	0	0	12	48
3386	11	48	12	12	0	24	24
3387	12	60	6	6	0	12	48
3388	13	72	6	0	0	6	66
3389	12	60	6	6	0	12	48
3390	13	75	12	3	0	15	60
3391	14	90	12	0	0	12	78
3392	15	108	12	0	0	12	96
3393	13	75	6	3	0	9	66
3394	14	90	6	0	0	6	84
3395	13	75	3	3	0	6	69
3396	12	63	6	0	0	6	57
3397	12	63	3	0	0	3	60
3398	14	96	8	0	0	8	88
3399	13	80	8	2	0	10	70
3400	13	80	4	2	0	6	74
3401	12	68	8	0	0	8	60
3402	12	68	4	0	0	4	64
3403	12	60	12	0	0	12	48
3404	12	60	6	0	0	6	54
3405	13	72	12	0	0	12	60
3406	12	60	12	6	0	18	42
3407	12	68	8	0	0	8	60
3408	13	72	12	0	0	12	60
3409	13	72	36	0	0	36	36
3410	12	60	12	6	0	18	42
3411	12	60	6	6	0	12	48
3412	12	60	12	0	0	12	48
3413	11	48	12	0	0	12	36
3414	11	48	6	0	0	6	42
3415	12	64	4	2	0	6	58
3416	11	48	6	6	0	12	36
3417	12	68	8	8	0	16	52
3418	13	84	8	0	0	8	76
3419	13	84	4	0	0	4	80
3420	12	72	12	0	0	12	60
3421	13	96	12	0	0	12	84
3422	12	72	4	0	0	4	68
3423	12	68	8	0	0	8	60
3424	13	84	16	0	0	16	68
3425	12	68	16	0	0	16	52
3426	12	72	8	0	0	8	64
3427	12	64	8	4	0	12	52
3428	12	64	16	0	0	16	48
3429	11	52	8	0	0	8	44
3430	11	52	8	0	0	8	44
3431	11	48	12	12	0	24	24
3432	12	60	12	0	0	12	48
3433	11	48	12	0	0	12	36
3434	10	36	12	0	0	12	24
3435	12	60	6	6	0	12	48
3436	13	72	6	0	0	6	66
3437	12	60	6	6	0	12	48
3438	12	60	8	4	0	12	48
3439	13	72	8	0	0	8	64
3440	12	60	8	4	0	12	48
3441	12	60	24	12	0	36	24
3442	13	72	24	0	0	24	48
3443	12	60	12	0	0	12	48
3444	12	60	12	0	0	12	48
3445	13	72	12	0	0	12	60
3446	12	60	12	12	0	24	36
3447	12	63	6	0	0	6	57
3448	12	63	6	6	0	12	51
3449	12	64	8	4	0	12	52
3450	12	64	8	4	0	12	52
3451	12	60	12	12	0	24	36
3452	13	72	12	0	0	12	60
3453	12	60	12	12	0	24	36
3454	13	72	24	0	0	24	48
3455	13	72	12	0	0	12	60
3456	12	60	24	0	0	24	36
3457	12	60	12	0	0	12	48
3458	11	48	12	6	0	18	30
3459	11	48	12	6	0	18	30
3460	11	48	12	6	0	18	30
3461	11	48	6	6	0	12	36
3462	12	60	6	0	0	6	54
3463	12	60	6	6	0	12	48
3464	13	72	6	0	0	6	66
3465	12	60	6	6	0	12	48
3466	12	64	4	2	0	6	58
3467	12	60	12	0	0	12	48
3468	12	60	12	0	0	12	48
3469	11	48	6	6	0	12	36
3470	12	60	8	2	0	10	50
3471	13	72	8	0	0	8	64
3472	12	60	4	2	0	6	54
3473	12	60	24	0	0	24	36
3474	13	72	24	0	0	24	48
3475	12	60	12	0	0	12	48
3476	12	63	12	6	0	18	45
3477	12	60	6	0	0	6	54
3478	13	72	6	0	0	6	66
3479	12	60	6	6	0	12	48
3480	12	64	8	2	0	10	54
3481	12	60	12	6	0	18	42
3482	13	72	12	0	0	12	60
3483	13	72	12	0	0	12	60
3484	12	63	24	0	0	24	39
3485	12	60	6	6	0	12	48
3486	12	63	24	0	0	24	39
3487	12	60	6	0	0	6	54
3488	11	48	6	3	0	9	39
3489	11	48	12	3	0	15	33
3490	11	48	6	3	0	9	39
3491	12	64	8	4	0	12	52
3492	12	64	4	0	0	4	60
3493	12	60	16	0	0	16	44
3494	11	48	8	4	0	12	36
3495	12	64	16	0	0	16	48
3496	12	64	8	4	0	12	52
3497	12	64	8	4	0	12	52
3498	12	64	8	0	0	8	56
3499	11	52	8	2	0	10	42
3500	11	48	24	0	0	24	24
3501	11	48	12	6	0	18	30
3502	11	51	12	0	0	12	39
3503	11	52	16	4	0	20	32
3504	12	60	24	0	0	24	36
3505	11	48	12	12	0	24	24
3506	12	60	24	0	0	24	36
3507	11	48	24	0	0	24	24
3508	11	48	12	0	0	12	36
3509	10	36	12	6	0	18	18
3510	11	48	6	6	0	12	36
3511	12	60	6	0	0	6	54
3512	12	64	4	2	0	6	58
3513	11	48	6	6	0	12	36
3514	12	60	6	0	0	6	54
3515	11	51	12	3	0	15	36
3516	11	51	6	3	0	9	42
3517	11	51	6	3	0	9	42
3518	12	64	8	4	0	12	52
3519	12	64	4	0	0	4	60
3520	11	48	8	4	0	12	36
3521	12	60	8	0	0	8	52
3522	12	64	8	0	0	8	56
3523	12	64	16	4	0	20	44
3524	12	64	8	4	0	12	52
3525	12	64	16	0	0	16	48
3526	11	52	8	2	0	10	42
3527	11	48	12	6	0	18	30
3528	11	48	12	0	0	12	36
3529	12	60	24	0	0	24	36
3530	11	48	6	3	0	9	39
3531	11	51	6	6	0	12	39
3532	11	52	8	4	0	12	40
3533	11	48	12	12	0	24	24
3534	12	60	12	0	0	12	48
3535	12	60	12	0	0	12	48
3536	12	60	24	0	0	24	36
3537	11	48	12	0	0	12	36
3538	11	48	12	0	0	12	36
3539	11	48	24	0	0	24	24
3540	10	36	12	6	0	18	18
3541	11	48	6	6	0	12	36
3542	12	60	12	0	0	12	48
3543	12	60	6	0	0	6	54
3544	12	60	3	3	0	6	54
3545	13	72	3	0	0	3	69
3546	12	60	3	3	0	6	54
3547	12	64	2	1	0	3	61
3548	12	60	6	0	0	6	54
3549	11	48	3	3	0	6	42
3550	12	63	3	0	0	3	60
3551	12	60	3	0	0	3	57
3552	13	72	6	0	0	6	66
3553	12	60	6	3	0	9	51
3554	12	60	6	3	0	9	51
3555	13	75	12	0	0	12	63
3556	14	90	12	0	0	12	78
3557	13	72	6	0	0	6	66
3558	13	72	18	0	0	18	54
3559	13	75	6	0	0	6	69
3560	12	60	3	3	0	6	54
3561	12	63	12	0	0	12	51
3562	12	63	6	0	0	6	57
3563	12	60	6	0	0	6	54
3564	11	48	6	0	0	6	42
3565	11	48	3	0	0	3	45
3566	11	52	8	2	0	10	42
3567	12	68	4	0	0	4	64
3568	13	80	8	0	0	8	72
3569	12	64	4	2	0	6	58
3570	12	68	8	0	0	8	60
3571	12	64	8	0	0	8	56
3572	11	52	4	0	0	4	48
3573	11	48	6	0	0	6	42
3574	11	48	12	6	0	18	30
3575	11	54	6	0	0	6	48
3576	11	56	8	0	0	8	48
3577	12	60	12	0	0	12	48
3578	12	60	30	0	0	30	30
3579	11	48	6	6	0	12	36
3580	12	60	12	0	0	12	48
3581	11	48	12	0	0	12	36
3582	11	48	12	0	0	12	36
3583	11	48	6	0	0	6	42
3584	10	36	6	0	0	6	30
3585	11	51	6	3	0	9	42
3586	11	51	6	3	0	9	42
3587	11	51	3	3	0	6	45
3588	11	48	3	3	0	6	42
3589	12	60	3	0	0	3	57
3590	11	52	4	0	0	4	48
3591	12	68	8	0	0	8	60
3592	12	64	8	2	0	10	54
3593	13	80	8	0	0	8	72
3594	12	68	8	0	0	8	60
3595	11	52	8	2	0	10	42
3596	11	48	6	0	0	6	42
3597	11	48	6	0	0	6	42
3598	12	60	12	0	0	12	48
3599	11	48	3	0	0	3	45
3600	11	51	3	3	0	6	45
3601	11	56	8	2	0	10	46
3602	11	48	6	6	0	12	36
3603	12	60	6	0	0	6	54
3604	12	60	12	0	0	12	48
3605	11	48	12	6	0	18	30
3606	11	48	6	0	0	6	42
3607	11	48	12	0	0	12	36
3608	10	36	6	6	0	12	24
3609	12	60	6	6	0	12	48
3610	13	72	6	0	0	6	66
3611	12	60	6	6	0	12	48
3612	12	64	4	2	0	6	58
3613	12	60	6	0	0	6	54
3614	11	48	6	6	0	12	36
3615	13	80	8	2	0	10	70
3616	14	96	8	0	0	8	88
3617	13	80	8	2	0	10	70
3618	12	68	8	2	0	10	58
3619	12	68	8	2	0	10	58
3620	12	60	12	6	0	18	42
3621	13	72	12	0	0	12	60
3622	12	60	6	0	0	6	54
3623	12	63	3	3	0	6	57
3624	12	63	3	0	0	3	60
3625	12	60	6	0	0	6	54
3626	13	72	12	0	0	12	60
3627	12	60	12	6	0	18	42
3628	12	68	16	2	0	18	50
3629	12	60	6	6	0	12	48
3630	13	72	6	0	0	6	66
3631	13	72	12	0	0	12	60
3632	13	72	12	0	0	12	60
3633	12	60	12	0	0	12	48
3634	12	60	6	6	0	12	48
3635	12	60	12	0	0	12	48
3636	11	48	6	6	0	12	36
3637	11	48	6	6	0	12	36
3638	12	68	4	4	0	8	60
3639	13	84	8	0	0	8	76
3640	13	84	4	0	0	4	80
3641	13	84	4	0	0	4	80
3642	12	72	6	0	0	6	66
3643	13	96	20	0	0	20	76
3644	12	72	4	0	0	4	68
3645	12	68	8	2	0	10	58
3646	12	68	8	4	0	12	56
3647	13	80	16	0	0	16	64
3648	12	68	16	0	0	16	52
3649	12	64	8	2	0	10	54
3650	11	52	8	2	0	10	42
3651	12	64	8	0	0	8	56
3652	12	68	4	0	0	4	64
3653	13	84	8	0	0	8	76
3654	12	68	16	0	0	16	52
3655	12	72	8	0	0	8	64
3656	12	64	4	2	0	6	58
3657	12	64	8	0	0	8	56
3658	11	52	4	0	0	4	48
3659	11	48	12	0	0	12	36
3660	11	48	6	3	0	9	39
3661	11	48	6	6	0	12	36
3662	12	68	16	0	0	16	52
3663	11	52	8	2	0	10	42
3664	12	60	12	0	0	12	48
3665	12	60	12	0	0	12	48
3666	11	48	12	0	0	12	36
3667	11	48	6	6	0	12	36
3668	12	60	12	0	0	12	48
3669	11	48	12	6	0	18	30
3670	11	48	6	0	0	6	42
3671	10	36	6	6	0	12	24
3672	12	60	4	2	0	6	54
3673	13	72	4	0	0	4	68
3674	12	60	4	2	0	6	54
3675	12	60	6	0	0	6	54
3676	12	63	6	6	0	12	51
3677	12	63	6	0	0	6	57
3678	12	60	12	0	0	12	48
3679	13	72	12	0	0	12	60
3680	12	60	12	0	0	12	48
3681	12	60	6	0	0	6	54
3682	13	72	12	0	0	12	60
3683	12	60	12	6	0	18	42
3684	12	64	4	2	0	6	58
3685	12	64	4	2	0	6	58
3686	12	60	6	6	0	12	48
3687	13	72	6	0	0	6	66
3688	13	72	12	0	0	12	60
3689	13	72	12	0	0	12	60
3690	12	63	12	0	0	12	51
3691	12	60	12	0	0	12	48
3692	12	60	6	6	0	12	48
3693	12	63	12	0	0	12	51
3694	12	60	12	0	0	12	48
3695	11	48	6	3	0	9	39
3696	11	48	6	3	0	9	39
3697	12	64	4	2	0	6	58
3698	12	64	2	0	0	2	62
3699	12	60	8	0	0	8	52
3700	11	48	4	2	0	6	42
3701	12	64	8	0	0	8	56
3702	12	64	8	2	0	10	54
3703	12	64	4	2	0	6	58
3704	12	64	8	0	0	8	56
3705	11	52	4	1	0	5	47
3706	11	48	12	3	0	15	33
3707	11	51	6	3	0	9	42
3708	11	48	12	3	0	15	33
3709	12	60	12	0	0	12	48
3710	11	48	12	0	0	12	36
3711	11	48	6	3	0	9	39
3712	11	51	12	3	0	15	36
3713	11	51	12	0	0	12	39
3714	12	60	12	0	0	12	48
3715	12	60	12	0	0	12	48
3716	11	48	12	3	0	15	33
3717	11	48	12	0	0	12	36
3718	11	48	6	6	0	12	36
3719	11	51	12	0	0	12	39
3720	11	48	6	0	0	6	42
3721	10	36	6	3	0	9	27
3722	13	80	16	2	0	18	62
3723	14	96	16	0	0	16	80
3724	13	80	8	2	0	10	70
3725	12	68	16	2	0	18	50
3726	12	68	8	2	0	10	58
3727	13	80	8	0	0	8	72
3728	14	96	8	0	0	8	88
3729	13	80	4	0	0	4	76
3730	12	68	8	0	0	8	60
3731	12	68	4	0	0	4	64
3732	12	60	4	0	0	4	56
3733	13	72	8	0	0	8	64
3734	12	60	8	2	0	10	50
3735	12	68	16	2	0	18	50
3736	12	68	8	0	0	8	60
3737	12	60	8	2	0	10	50
3738	13	72	8	0	0	8	64
3739	13	72	24	0	0	24	48
3740	12	60	4	2	0	6	54
3741	12	60	8	0	0	8	52
3742	11	48	8	2	0	10	38
3743	11	48	4	2	0	6	42
3744	12	65	16	1	0	17	48
3745	13	78	16	0	0	16	62
3746	12	65	8	1	0	9	56
3747	12	64	4	1	0	5	59
3748	12	65	8	1	0	9	56
3749	13	78	8	0	0	8	70
3750	13	80	8	0	0	8	72
3751	14	96	16	0	0	16	80
3752	13	80	16	2	0	18	62
3753	12	68	8	0	0	8	60
3754	12	68	16	2	0	18	50
3755	12	65	8	1	0	9	56
3756	13	78	8	0	0	8	70
3757	12	65	4	1	0	5	60
3758	13	85	8	0	0	8	77
3759	13	80	16	2	0	18	62
3760	14	96	16	0	0	16	80
3761	14	96	48	0	0	48	48
3762	13	78	16	0	0	16	62
3763	13	78	16	0	0	16	62
3764	13	78	48	0	0	48	30
3765	12	65	8	0	0	8	57
3766	12	66	12	2	0	14	52
3767	12	65	16	1	0	17	48
3768	13	80	8	2	0	10	70
3769	12	68	16	2	0	18	50
3770	12	68	8	2	0	10	58
3771	13	80	16	0	0	16	64
3772	12	64	16	1	0	17	47
3773	12	64	8	1	0	9	55
3774	12	65	16	0	0	16	49
3775	12	65	16	1	0	17	48
3776	12	65	8	1	0	9	56
3777	12	65	16	0	0	16	49
3778	11	49	16	1	0	17	32
3779	11	49	8	1	0	9	40
3780	11	45	6	0	0	6	39
3781	12	54	12	0	0	12	42
3782	11	45	12	3	0	15	30
3783	12	70	12	0	0	12	58
3784	11	53	6	2	0	8	45
3785	12	60	6	0	0	6	54
3786	11	48	6	0	0	6	42
3787	11	48	6	3	0	9	39
3788	12	63	12	0	0	12	51
3789	12	60	6	0	0	6	54
3790	11	48	6	0	0	6	42
3791	11	48	3	3	0	6	42
3792	12	63	6	0	0	6	57
3793	11	45	12	3	0	15	30
3794	12	54	12	0	0	12	42
3795	11	45	6	3	0	9	36
3796	11	48	12	3	0	15	33
3797	12	63	12	0	0	12	51
3798	11	48	6	3	0	9	39
3799	11	48	6	3	0	9	39
3800	12	63	6	0	0	6	57
3801	11	48	3	3	0	6	42
3802	12	63	12	0	0	12	51
3803	11	45	6	3	0	9	36
3804	12	54	6	0	0	6	48
3805	11	45	6	3	0	9	36
3806	12	60	12	0	0	12	48
3807	12	60	6	0	0	6	54
3808	13	72	12	0	0	12	60
3809	13	72	36	0	0	36	36
3810	12	60	12	0	0	12	48
3811	12	60	12	6	0	18	42
3812	11	48	6	0	0	6	42
3813	11	48	12	6	0	18	30
3814	12	64	8	2	0	10	54
3815	12	64	8	0	0	8	56
3816	12	60	6	0	0	6	54
3817	13	72	12	0	0	12	60
3818	12	60	24	0	0	24	36
