Poly	|V|	|F|	|S|	|B|	|A|	|X|	|E|
1143	12	54	12	0	0	12	42
1144	11	45	6	3	0	9	36
1145	11	48	8	2	0	10	38
1146	11	48	12	6	0	18	30
1147	11	48	6	0	0	6	42
1148	10	36	12	6	0	18	18
1149	10	36	6	3	0	9	27
1150	11	45	6	0	0	6	39
1151	11	48	8	2	0	10	38
1152	11	48	4	0	0	4	44
1153	11	48	8	2	0	10	38
1154	11	48	4	0	0	4	44
1155	10	36	8	2	0	10	26
1156	11	48	8	2	0	10	38
1157	11	48	4	0	0	4	44
1158	11	48	8	2	0	10	38
1159	11	48	8	2	0	10	38
1160	11	48	8	0	0	8	40
1161	10	39	8	1	0	9	30
1162	11	48	12	6	0	18	30
1163	11	48	6	0	0	6	42
1164	10	36	12	6	0	18	18
1165	11	48	6	0	0	6	42
1166	11	51	12	0	0	12	39
1167	11	48	12	6	0	18	30
1168	11	48	12	6	0	18	30
1169	11	48	12	0	0	12	36
1170	10	39	12	3	0	15	24
1171	11	48	6	0	0	6	42
1172	11	48	18	0	0	18	30
1173	10	36	6	0	0	6	30
1174	11	48	6	0	0	6	42
1175	11	48	6	0	0	6	42
1176	11	48	6	0	0	6	42
1177	10	39	6	0	0	6	33
1178	10	39	18	0	0	18	21
1179	10	36	12	6	0	18	18
1180	10	36	12	0	0	12	24
1181	9	27	12	3	0	15	12
1182	11	51	6	0	0	6	45
1183	10	39	3	3	0	6	33
1184	11	45	6	3	0	9	36
1185	12	54	6	0	0	6	48
1186	11	45	6	3	0	9	36
1187	11	48	6	3	0	9	39
1188	11	48	3	0	0	3	45
1189	11	45	12	0	0	12	33
1190	10	36	6	3	0	9	27
1191	11	48	4	1	0	5	43
1192	10	36	6	3	0	9	27
1193	11	45	6	0	0	6	39
1194	12	64	8	1	0	9	55
1195	11	55	8	1	0	9	46
1196	12	64	4	0	0	4	60
1197	11	55	4	0	0	4	51
1198	11	48	8	1	0	9	39
1199	10	39	8	1	0	9	30
1200	11	48	6	3	0	9	39
1201	11	48	3	0	0	3	45
1202	10	36	6	3	0	9	27
1203	11	48	3	0	0	3	45
1204	11	51	6	0	0	6	45
1205	11	55	16	1	0	17	38
1206	11	48	12	3	0	15	33
1207	11	48	6	3	0	9	39
1208	11	48	12	0	0	12	36
1209	10	39	6	3	0	9	30
1210	11	48	3	3	0	6	42
1211	11	48	9	0	0	9	39
1212	10	36	3	3	0	6	30
1213	11	48	6	3	0	9	39
1214	11	48	3	0	0	3	45
1215	11	48	6	0	0	6	42
1216	10	39	3	0	0	3	36
1217	10	39	9	6	0	15	24
1218	10	36	6	3	0	9	27
1219	11	45	12	0	0	12	33
1220	10	36	12	3	0	15	21
1221	10	36	6	0	0	6	30
1222	9	27	6	3	0	9	18
1223	12	64	16	0	0	16	48
1224	11	52	8	4	0	12	40
1225	11	56	12	8	0	20	36
1226	11	52	8	4	0	12	40
1227	12	64	8	0	0	8	56
1228	11	52	8	4	0	12	40
1229	11	56	12	8	0	20	36
1230	11	52	8	4	0	12	40
1231	12	64	8	0	0	8	56
1232	11	52	4	2	0	6	46
1233	12	64	16	0	0	16	48
1234	11	52	8	4	0	12	40
1235	12	64	8	0	0	8	56
1236	11	52	4	0	0	4	48
1237	11	56	12	0	0	12	44
1238	11	52	16	0	0	16	36
1239	11	52	8	2	0	10	42
1240	11	56	16	0	0	16	40
1241	11	56	8	0	0	8	48
1242	12	64	16	0	0	16	48
1243	11	52	8	4	0	12	40
1244	12	64	16	0	0	16	48
1245	11	52	8	0	0	8	44
1246	10	40	8	2	0	10	30
1247	11	56	6	4	0	10	46
1248	11	52	4	2	0	6	46
1249	11	53	4	1	0	5	48
1250	11	53	8	1	0	9	44
1251	10	41	8	1	0	9	32
1252	11	56	8	0	0	8	48
1253	11	52	8	4	0	12	40
1254	11	56	8	4	0	12	44
1255	11	52	4	0	0	4	48
1256	10	41	4	2	0	6	35
1257	10	40	12	4	0	16	24
1258	11	56	12	0	0	12	44
1259	10	44	6	2	0	8	36
1260	11	56	12	8	0	20	36
1261	11	60	24	0	0	24	36
1262	11	56	12	0	0	12	44
1263	10	44	12	4	0	16	28
1264	10	40	8	2	0	10	30
1265	10	40	8	2	0	10	30
1266	10	40	8	2	0	10	30
1267	10	40	4	2	0	6	34
1268	11	52	8	4	0	12	40
1269	11	52	16	0	0	16	36
1270	11	52	12	0	0	12	40
1271	10	40	8	2	0	10	30
1272	10	40	12	0	0	12	28
1273	11	51	6	0	0	6	45
1274	10	39	6	12	0	18	21
1275	11	45	6	6	0	12	33
1276	12	54	6	0	0	6	48
1277	11	45	3	6	0	9	36
1278	11	48	6	6	0	12	36
1279	11	48	18	0	0	18	30
1280	10	36	6	12	0	18	18
1281	10	36	3	6	0	9	27
1282	11	45	3	0	0	3	42
1283	11	48	4	2	0	6	42
1284	11	48	12	0	0	12	36
1285	10	36	4	4	0	8	28
1286	10	40	4	2	0	6	34
1287	11	48	6	6	0	12	36
1288	11	48	6	0	0	6	42
1289	11	48	12	0	0	12	36
1290	10	36	6	6	0	12	24
1291	11	48	12	0	0	12	36
1292	11	51	6	0	0	6	45
1293	11	48	12	6	0	18	30
1294	11	48	6	6	0	12	36
1295	11	48	12	0	0	12	36
1296	10	39	6	3	0	9	30
1297	10	36	18	0	0	18	18
1298	11	48	18	0	0	18	30
1299	11	48	18	0	0	18	30
1300	10	39	18	0	0	18	21
1301	10	39	12	6	0	18	21
1302	10	36	6	12	0	18	18
1303	10	36	6	0	0	6	30
1304	9	27	6	6	0	12	15
1305	12	68	24	0	0	24	44
1306	11	52	8	16	0	24	28
1307	12	68	12	0	0	12	56
1308	11	52	4	8	0	12	40
1309	12	68	12	0	0	12	56
1310	11	52	4	8	0	12	40
1311	12	68	16	0	0	16	52
1312	11	52	8	8	0	16	36
1313	11	52	24	0	0	24	28
1314	11	56	12	4	0	16	40
1315	12	68	24	0	0	24	44
1316	12	68	24	0	0	24	44
1317	11	56	24	0	0	24	32
1318	11	56	16	8	0	24	32
1319	11	52	8	16	0	24	28
1320	11	52	8	0	0	8	44
1321	10	40	8	8	0	16	24
1322	14	102	36	0	0	36	66
1323	13	85	12	0	0	12	73
1324	12	73	12	0	0	12	61
1325	13	78	12	0	0	12	66
1326	12	65	4	4	0	8	57
1327	11	53	4	0	0	4	49
1328	12	68	6	0	0	6	62
1329	11	52	2	4	0	6	46
1330	12	68	8	0	0	8	60
1331	11	52	4	4	0	8	44
1332	11	52	12	0	0	12	40
1333	11	56	6	0	0	6	50
1334	12	68	12	0	0	12	56
1335	12	68	12	0	0	12	56
1336	11	56	12	0	0	12	44
1337	11	56	8	4	0	12	44
1338	11	52	4	8	0	12	40
1339	11	52	6	0	0	6	46
1340	10	40	4	0	0	4	36
1341	12	68	12	0	0	12	56
1342	11	52	4	8	0	12	40
1343	12	68	8	0	0	8	60
1344	11	52	4	4	0	8	44
1345	11	52	12	0	0	12	40
1346	12	68	8	0	0	8	60
1347	11	52	12	0	0	12	40
1348	11	56	6	2	0	8	48
1349	11	56	12	4	0	16	40
1350	12	68	12	0	0	12	56
1351	12	68	12	0	0	12	56
1352	11	56	8	0	0	8	48
1353	11	56	12	0	0	12	44
1354	11	52	4	8	0	12	40
1355	11	56	8	0	0	8	48
1356	11	52	8	0	0	8	44
1357	10	40	4	4	0	8	32
1358	12	68	16	0	0	16	52
1359	11	52	8	8	0	16	36
1360	12	68	8	0	0	8	60
1361	11	52	8	0	0	8	44
1362	11	52	16	0	0	16	36
1363	11	56	8	2	0	10	46
1364	12	68	16	0	0	16	52
1365	12	68	16	0	0	16	52
1366	11	56	16	0	0	16	40
1367	11	56	16	8	0	24	32
1368	11	56	8	0	0	8	48
1369	11	52	8	8	0	16	36
1370	11	52	12	0	0	12	40
1371	10	40	8	4	0	12	28
1372	11	52	24	0	0	24	28
1373	11	52	24	0	0	24	28
1374	10	40	24	0	0	24	16
1375	10	39	9	2	0	11	28
1376	10	44	8	2	0	10	34
1377	11	51	6	0	0	6	45
1378	10	39	9	12	0	21	18
1379	11	51	18	0	0	18	33
1380	11	56	12	0	0	12	44
1381	11	51	9	0	0	9	42
1382	11	56	12	4	0	16	40
1383	11	60	12	0	0	12	48
1384	11	51	12	0	0	12	39
1385	11	59	8	2	0	10	49
1386	11	59	16	0	0	16	43
1387	12	68	24	0	0	24	44
1388	12	68	24	0	0	24	44
1389	11	56	24	0	0	24	32
1390	11	51	9	0	0	9	42
1391	11	51	12	0	0	12	39
1392	11	51	18	0	0	18	33
1393	12	68	68	0	0	68	0
1394	11	51	18	0	0	18	33
1395	10	39	6	4	0	10	29
1396	10	39	9	2	0	11	28
1397	10	39	18	0	0	18	21
1398	11	60	24	0	0	24	36
1399	11	56	16	8	0	24	32
1400	11	56	16	0	0	16	40
1401	10	44	16	4	0	20	24
1402	10	39	6	12	0	18	21
1403	10	40	4	4	0	8	32
1404	10	39	3	6	0	9	30
1405	10	39	6	6	0	12	27
1406	10	43	12	4	0	16	27
1407	11	52	8	16	0	24	28
1408	11	52	12	0	0	12	40
1409	10	40	8	8	0	16	24
1410	10	39	18	0	0	18	21
1411	10	39	6	6	0	12	27
1412	10	39	9	6	0	15	24
1413	10	39	6	12	0	18	21
1414	10	39	18	0	0	18	21
1415	10	39	9	0	0	9	30
1416	10	44	24	0	0	24	20
1417	9	27	6	4	0	10	17
1418	12	60	24	12	0	36	24
1419	13	72	24	0	0	24	48
1420	12	60	12	12	0	24	36
1421	12	64	16	8	0	24	40
1422	11	48	24	24	0	48	0
1423	11	48	12	12	0	24	24
1424	12	60	12	0	0	12	48
1425	12	60	12	12	0	24	36
1426	13	72	12	0	0	12	60
1427	12	60	12	12	0	24	36
1428	12	60	12	6	0	18	42
1429	13	72	12	0	0	12	60
1430	12	60	6	6	0	12	48
1431	12	64	8	4	0	12	52
1432	12	60	24	0	0	24	36
1433	11	48	12	12	0	24	24
1434	12	60	16	4	0	20	40
1435	13	72	16	0	0	16	56
1436	12	60	8	4	0	12	48
1437	12	60	12	0	0	12	48
1438	13	72	12	0	0	12	60
1439	12	60	12	12	0	24	36
1440	12	63	12	6	0	18	45
1441	12	64	16	4	0	20	44
1442	12	60	24	12	0	36	24
1443	13	72	24	0	0	24	48
1444	13	72	24	0	0	24	48
1445	12	60	12	12	0	24	36
1446	12	60	12	0	0	12	48
1447	11	48	12	6	0	18	30
1448	11	48	24	6	0	30	18
1449	11	48	12	6	0	18	30
1450	12	64	16	8	0	24	40
1451	12	64	8	0	0	8	56
1452	11	48	16	8	0	24	24
1453	12	64	16	8	0	24	40
1454	12	64	16	8	0	24	40
1455	12	64	16	0	0	16	48
1456	11	52	16	4	0	20	32
1457	11	48	24	24	0	48	0
1458	11	48	24	0	0	24	24
1459	10	36	24	12	0	36	0
1460	12	60	12	6	0	18	42
1461	13	72	12	0	0	12	60
1462	12	60	6	6	0	12	48
1463	11	48	12	12	0	24	24
1464	12	60	12	0	0	12	48
1465	13	75	12	3	0	15	60
1466	14	90	36	0	0	36	54
1467	15	108	36	0	0	36	72
1468	14	90	12	0	0	12	78
1469	14	90	18	0	0	18	72
1470	13	75	6	3	0	9	66
1471	12	63	6	0	0	6	57
1472	14	96	24	0	0	24	72
1473	13	80	8	2	0	10	70
1474	12	68	8	0	0	8	60
1475	12	60	12	0	0	12	48
1476	13	72	36	0	0	36	36
1477	12	60	12	6	0	18	42
1478	11	48	12	0	0	12	36
1479	11	48	6	6	0	12	36
1480	12	60	6	6	0	12	48
1481	13	72	6	0	0	6	66
1482	12	60	6	6	0	12	48
1483	12	64	4	2	0	6	58
1484	12	60	12	0	0	12	48
1485	11	48	6	6	0	12	36
1486	12	60	8	2	0	10	50
1487	13	72	8	0	0	8	64
1488	12	60	4	2	0	6	54
1489	12	60	6	0	0	6	54
1490	13	72	6	0	0	6	66
1491	12	60	6	6	0	12	48
1492	12	64	8	2	0	10	54
1493	12	60	12	6	0	18	42
1494	13	72	12	0	0	12	60
1495	13	72	12	0	0	12	60
1496	12	60	6	6	0	12	48
1497	12	60	6	0	0	6	54
1498	11	48	6	0	0	6	42
1499	11	48	12	0	0	12	36
1500	11	48	6	0	0	6	42
1501	12	64	8	4	0	12	52
1502	12	64	4	0	0	4	60
1503	11	48	8	4	0	12	36
1504	12	64	8	4	0	12	52
1505	12	64	8	4	0	12	52
1506	12	64	8	0	0	8	56
1507	11	52	8	0	0	8	44
1508	11	48	12	12	0	24	24
1509	12	60	24	0	0	24	36
1510	11	48	24	0	0	24	24
1511	11	48	12	0	0	12	36
1512	10	36	12	0	0	12	24
1513	11	48	6	6	0	12	36
1514	12	60	6	0	0	6	54
1515	11	51	12	3	0	15	36
1516	11	51	12	3	0	15	36
1517	11	51	6	3	0	9	42
1518	11	48	8	4	0	12	36
1519	12	60	8	0	0	8	52
1520	11	52	8	2	0	10	42
1521	11	48	12	6	0	18	30
1522	11	48	12	0	0	12	36
1523	12	60	12	0	0	12	48
1524	11	48	6	3	0	9	39
1525	11	51	6	6	0	12	39
1526	11	48	8	2	0	10	38
1527	11	52	8	4	0	12	40
1528	11	48	12	12	0	24	24
1529	12	60	12	0	0	12	48
1530	12	60	12	0	0	12	48
1531	11	48	12	0	0	12	36
1532	11	48	12	0	0	12	36
1533	10	36	12	6	0	18	18
1534	12	60	12	12	0	24	36
1535	13	72	12	0	0	12	60
1536	12	60	12	12	0	24	36
1537	12	64	8	4	0	12	52
1538	12	60	12	0	0	12	48
1539	11	48	12	12	0	24	24
1540	12	60	8	4	0	12	48
1541	13	72	8	0	0	8	64
1542	12	60	8	4	0	12	48
1543	12	60	24	12	0	36	24
1544	13	72	24	0	0	24	48
1545	12	60	12	0	0	12	48
1546	12	63	6	6	0	12	51
1547	12	63	6	0	0	6	57
1548	12	60	12	0	0	12	48
1549	13	72	12	0	0	12	60
1550	12	60	12	12	0	24	36
1551	12	64	8	0	0	8	56
1552	12	64	8	4	0	12	52
1553	12	60	12	12	0	24	36
1554	13	72	12	0	0	12	60
1555	13	72	24	0	0	24	48
1556	13	72	12	0	0	12	60
1557	12	60	24	0	0	24	36
1558	12	60	12	12	0	24	36
1559	12	60	12	0	0	12	48
1560	11	48	12	6	0	18	30
1561	11	48	12	6	0	18	30
1562	11	48	12	6	0	18	30
1563	12	64	8	4	0	12	52
1564	12	64	4	0	0	4	60
1565	12	60	16	0	0	16	44
1566	11	48	8	4	0	12	36
1567	12	64	16	0	0	16	48
1568	12	64	8	4	0	12	52
1569	12	64	8	4	0	12	52
1570	12	64	8	0	0	8	56
1571	11	52	8	2	0	10	42
1572	11	48	24	0	0	24	24
1573	11	48	12	3	0	15	33
1574	11	48	12	6	0	18	30
1575	12	60	24	0	0	24	36
1576	12	60	24	0	0	24	36
1577	11	48	24	0	0	24	24
1578	11	48	12	12	0	24	24
1579	11	48	12	0	0	12	36
1580	10	36	12	6	0	18	18
1581	12	60	16	4	0	20	40
1582	13	72	16	0	0	16	56
1583	12	60	8	4	0	12	48
1584	12	60	8	0	0	8	52
1585	13	72	8	0	0	8	64
1586	12	60	4	0	0	4	56
1587	12	60	8	0	0	8	52
1588	13	72	8	0	0	8	64
1589	12	60	8	4	0	12	48
1590	12	64	16	4	0	20	44
1591	12	64	8	0	0	8	56
1592	12	60	16	4	0	20	40
1593	13	72	16	0	0	16	56
1594	13	72	16	0	0	16	56
1595	12	60	8	4	0	12	48
1596	12	60	8	0	0	8	52
1597	11	48	8	2	0	10	38
1598	11	48	16	2	0	18	30
1599	11	48	8	2	0	10	38
1600	11	45	9	0	0	9	36
1601	12	54	9	0	0	9	45
1602	11	45	9	9	0	18	27
1603	11	45	6	3	0	9	36
1604	12	54	6	0	0	6	48
1605	11	45	6	3	0	9	36
1606	11	46	6	6	0	12	34
1607	12	60	12	0	0	12	48
1608	11	48	12	0	0	12	36
1609	11	48	6	3	0	9	39
1610	12	63	6	0	0	6	57
1611	11	45	18	9	0	27	18
1612	12	54	18	0	0	18	36
1613	11	45	9	9	0	18	27
1614	11	48	6	3	0	9	39
1615	12	63	12	0	0	12	51
1616	11	48	6	3	0	9	39
1617	11	45	9	9	0	18	27
1618	12	54	9	0	0	9	45
1619	11	45	9	9	0	18	27
1620	12	60	12	0	0	12	48
1621	13	72	24	0	0	24	48
1622	12	60	24	12	0	36	24
1623	12	64	8	0	0	8	56
1624	12	64	8	0	0	8	56
1625	12	60	12	0	0	12	48
1626	13	72	12	0	0	12	60
1627	13	72	24	0	0	24	48
1628	13	72	24	0	0	24	48
1629	12	60	24	0	0	24	36
1630	12	60	12	12	0	24	36
1631	12	60	24	0	0	24	36
1632	11	48	24	6	0	30	18
1633	11	48	12	0	0	12	36
1634	11	48	12	6	0	18	30
1635	11	45	12	3	0	15	30
1636	12	54	12	0	0	12	42
1637	11	45	6	3	0	9	36
1638	12	64	16	4	0	20	44
1639	11	52	8	2	0	10	42
1640	12	60	24	12	0	36	24
1641	13	72	24	0	0	24	48
1642	13	72	24	0	0	24	48
1643	12	54	18	0	0	18	36
1644	12	54	9	0	0	9	45
1645	12	54	12	0	0	12	42
1646	12	54	18	0	0	18	36
1647	13	72	72	0	0	72	0
1648	12	54	18	0	0	18	36
1649	12	54	18	0	0	18	36
1650	12	54	54	0	0	54	0
1651	11	45	9	0	0	9	36
1652	11	45	9	0	0	9	36
1653	11	45	18	9	0	27	18
1654	11	45	18	0	0	18	27
1655	12	60	12	12	0	24	36
1656	12	60	12	0	0	12	48
1657	11	48	12	6	0	18	30
1658	11	48	24	6	0	30	18
1659	11	48	12	6	0	18	30
1660	11	45	18	9	0	27	18
1661	11	45	18	0	0	18	27
1662	11	45	9	9	0	18	27
1663	11	45	6	3	0	9	36
1664	11	45	9	9	0	18	27
1665	12	60	24	0	0	24	36
1666	11	45	18	0	0	18	27
1667	11	45	18	0	0	18	27
1668	11	45	9	0	0	9	36
1669	11	45	18	0	0	18	27
1670	11	51	24	0	0	24	27
1671	11	51	24	0	0	24	27
1672	10	33	9	3	0	12	21
1673	10	33	18	3	0	21	12
1674	10	33	9	3	0	12	21
1675	12	64	16	8	0	24	40
1676	12	64	8	0	0	8	56
1677	11	48	16	8	0	24	24
1678	12	64	8	0	0	8	56
1679	12	68	16	0	0	16	52
1680	12	64	16	8	0	24	40
1681	12	64	16	8	0	24	40
1682	12	64	16	0	0	16	48
1683	11	52	16	4	0	20	32
1684	12	64	24	0	0	24	40
1685	11	48	8	0	0	8	40
1686	12	64	8	0	0	8	56
1687	12	64	8	0	0	8	56
1688	12	64	8	0	0	8	56
1689	11	52	8	0	0	8	44
1690	11	48	16	8	0	24	24
1691	11	48	16	0	0	16	32
1692	10	36	16	4	0	20	16
1693	11	48	12	6	0	18	30
1694	11	48	6	3	0	9	39
1695	11	48	6	6	0	12	36
1696	12	68	16	0	0	16	52
1697	11	56	16	4	0	20	36
1698	11	48	12	6	0	18	30
1699	11	52	8	2	0	10	42
1700	11	48	6	3	0	9	39
1701	11	55	16	1	0	17	38
1702	11	55	8	2	0	10	45
1703	11	48	12	6	0	18	30
1704	12	64	32	8	0	40	24
1705	12	64	16	8	0	24	40
1706	12	64	32	0	0	32	32
1707	11	52	16	4	0	20	32
1708	11	48	6	0	0	6	42
1709	11	56	8	0	0	8	48
1710	12	64	16	8	0	24	40
1711	12	64	16	0	0	16	48
1712	11	52	16	4	0	20	32
1713	11	48	6	3	0	9	39
1714	11	48	12	6	0	18	30
1715	11	48	6	0	0	6	42
1716	11	48	12	6	0	18	30
1717	12	64	32	0	0	32	32
1718	11	48	24	6	0	30	18
1719	11	48	12	0	0	12	36
1720	11	48	24	0	0	24	24
1721	11	56	32	4	0	36	20
1722	10	36	12	2	0	14	22
1723	10	33	9	3	0	12	21
1724	10	36	18	18	0	36	0
1725	10	36	12	6	0	18	18
1726	10	36	9	9	0	18	18
1727	10	39	24	3	0	27	12
1728	10	39	12	6	0	18	21
1729	10	36	12	6	0	18	18
1730	10	40	16	4	0	20	20
1731	11	48	24	24	0	48	0
1732	11	48	24	0	0	24	24
1733	10	36	24	12	0	36	0
1734	10	36	9	9	0	18	18
1735	10	36	12	6	0	18	18
1736	10	36	18	18	0	36	0
1737	11	48	24	0	0	24	24
1738	10	36	18	0	0	18	18
1739	10	36	18	0	0	18	18
1740	9	24	18	6	0	24	0
1741	12	60	12	6	0	18	42
1742	13	72	12	0	0	12	60
1743	12	60	6	6	0	12	48
1744	11	48	12	12	0	24	24
1745	12	60	12	0	0	12	48
1746	12	60	6	6	0	12	48
1747	13	72	6	0	0	6	66
1748	12	60	6	6	0	12	48
1749	12	60	6	3	0	9	51
1750	13	72	6	0	0	6	66
1751	12	60	3	3	0	6	54
1752	14	96	8	0	0	8	88
1753	13	80	8	2	0	10	70
1754	13	80	4	2	0	6	74
1755	12	68	8	0	0	8	60
1756	12	68	4	0	0	4	64
1757	12	60	12	0	0	12	48
1758	12	60	6	0	0	6	54
1759	13	72	12	0	0	12	60
1760	12	60	12	6	0	18	42
1761	12	63	6	3	0	9	54
1762	13	72	12	0	0	12	60
1763	13	72	36	0	0	36	36
1764	12	60	12	6	0	18	42
1765	12	60	6	6	0	12	48
1766	12	60	12	0	0	12	48
1767	11	48	12	0	0	12	36
1768	11	48	6	0	0	6	42
1769	11	48	6	6	0	12	36
1770	12	64	8	4	0	12	52
1771	12	64	4	0	0	4	60
1772	11	48	8	4	0	12	36
1773	12	64	16	4	0	20	44
1774	12	64	8	4	0	12	52
1775	12	64	16	0	0	16	48
1776	11	52	8	0	0	8	44
1777	11	48	12	12	0	24	24
1778	12	60	12	0	0	12	48
1779	11	48	12	0	0	12	36
1780	11	48	12	0	0	12	36
1781	10	36	12	0	0	12	24
1782	11	48	6	6	0	12	36
1783	12	60	6	0	0	6	54
1784	12	60	12	0	0	12	48
1785	11	48	6	6	0	12	36
1786	12	60	6	0	0	6	54
1787	12	60	8	2	0	10	50
1788	13	72	8	0	0	8	64
1789	12	60	4	2	0	6	54
1790	12	63	12	6	0	18	45
1791	12	60	12	0	0	12	48
1792	13	72	12	0	0	12	60
1793	12	60	6	0	0	6	54
1794	12	60	6	0	0	6	54
1795	12	60	12	6	0	18	42
1796	13	72	12	0	0	12	60
1797	12	63	12	0	0	12	51
1798	12	60	6	6	0	12	48
1799	12	63	12	0	0	12	51
1800	12	60	12	0	0	12	48
1801	11	48	12	3	0	15	33
1802	11	48	6	3	0	9	39
1803	11	48	8	4	0	12	36
1804	12	60	8	0	0	8	52
1805	11	52	8	2	0	10	42
1806	11	48	12	6	0	18	30
1807	11	48	12	0	0	12	36
1808	12	60	24	0	0	24	36
1809	11	51	6	0	0	6	45
1810	11	48	8	2	0	10	38
1811	11	52	8	4	0	12	40
1812	11	48	12	12	0	24	24
1813	12	60	12	0	0	12	48
1814	12	60	12	0	0	12	48
1815	12	60	24	0	0	24	36
1816	11	48	12	0	0	12	36
1817	11	48	12	0	0	12	36
1818	11	48	24	0	0	24	24
