Poly	|V|	|F|	|S|	|B|	|A|	|X|	|E|
4096	14	90	18	0	0	18	72
4097	15	108	18	0	0	18	90
4098	13	75	6	3	0	9	66
4099	14	90	6	0	0	6	84
4100	12	63	6	0	0	6	57
4101	12	60	4	2	0	6	54
4102	13	72	4	0	0	4	68
4103	12	60	12	6	0	18	42
4104	13	72	12	0	0	12	60
4105	12	60	6	0	0	6	54
4106	12	64	4	2	0	6	58
4107	12	60	6	6	0	12	48
4108	13	72	6	0	0	6	66
4109	13	72	12	0	0	12	60
4110	12	60	12	0	0	12	48
4111	11	48	6	0	0	6	42
4112	12	60	6	3	0	9	51
4113	13	72	6	0	0	6	66
4114	12	60	3	3	0	6	54
4115	11	48	6	6	0	12	36
4116	12	60	6	0	0	6	54
4117	14	96	12	0	0	12	84
4118	13	80	4	1	0	5	75
4119	12	68	4	0	0	4	64
4120	12	60	6	0	0	6	54
4121	14	90	36	0	0	36	54
4122	13	72	18	0	0	18	54
4123	13	75	12	0	0	12	63
4124	12	60	6	3	0	9	51
4125	12	63	12	0	0	12	51
4126	11	48	6	0	0	6	42
4127	11	48	3	3	0	6	42
4128	12	64	4	2	0	6	58
4129	12	64	2	0	0	2	62
4130	12	60	8	0	0	8	52
4131	11	48	4	2	0	6	42
4132	12	64	8	0	0	8	56
4133	12	64	8	2	0	10	54
4134	12	64	4	2	0	6	58
4135	12	64	8	0	0	8	56
4136	11	52	4	0	0	4	48
4137	11	48	12	0	0	12	36
4138	11	48	6	0	0	6	42
4139	11	52	8	2	0	10	42
4140	12	60	12	0	0	12	48
4141	11	48	6	6	0	12	36
4142	12	60	12	0	0	12	48
4143	11	48	12	0	0	12	36
4144	12	60	12	0	0	12	48
4145	11	48	12	0	0	12	36
4146	11	48	6	0	0	6	42
4147	10	36	6	0	0	6	30
4148	12	60	6	3	0	9	51
4149	13	72	6	0	0	6	66
4150	12	60	3	3	0	6	54
4151	11	48	6	6	0	12	36
4152	12	60	12	0	0	12	48
4153	12	60	3	3	0	6	54
4154	13	72	3	0	0	3	69
4155	14	96	8	0	0	8	88
4156	13	80	8	1	0	9	71
4157	13	80	4	1	0	5	75
4158	12	68	8	1	0	9	59
4159	12	68	4	1	0	5	63
4160	12	60	6	0	0	6	54
4161	12	63	6	3	0	9	54
4162	12	60	12	3	0	15	45
4163	13	72	12	0	0	12	60
4164	12	60	6	3	0	9	51
4165	12	60	3	0	0	3	57
4166	13	72	6	0	0	6	66
4167	12	60	6	3	0	9	51
4168	13	72	6	0	0	6	66
4169	13	72	18	0	0	18	54
4170	12	60	6	3	0	9	51
4171	12	63	12	3	0	15	48
4172	12	60	3	3	0	6	54
4173	12	63	12	0	0	12	51
4174	12	60	6	0	0	6	54
4175	11	48	6	3	0	9	39
4176	11	48	3	3	0	6	42
4177	11	48	3	3	0	6	42
4178	12	60	6	0	0	6	54
4179	11	52	8	2	0	10	42
4180	12	68	8	0	0	8	60
4181	13	80	16	0	0	16	64
4182	12	64	8	2	0	10	54
4183	12	68	16	0	0	16	52
4184	11	52	8	2	0	10	42
4185	11	48	6	0	0	6	42
4186	11	48	12	6	0	18	30
4187	11	51	6	3	0	9	42
4188	12	72	16	0	0	16	56
4189	11	56	16	2	0	18	38
4190	12	60	12	0	0	12	48
4191	12	60	12	0	0	12	48
4192	11	48	6	6	0	12	36
4193	12	60	12	0	0	12	48
4194	11	48	6	0	0	6	42
4195	11	48	12	0	0	12	36
4196	11	48	12	6	0	18	30
4197	10	36	6	6	0	12	24
4198	13	85	4	2	0	6	79
4199	14	102	12	0	0	12	90
4200	15	126	24	0	0	24	102
4201	14	105	8	0	0	8	97
4202	12	69	4	0	0	4	65
4203	15	126	24	0	0	24	102
4204	14	108	18	0	0	18	90
4205	15	144	144	0	0	144	0
4206	14	108	24	0	0	24	84
4207	14	105	8	0	0	8	97
4208	13	90	6	0	0	6	84
4209	14	120	48	0	0	48	72
4210	13	90	8	0	0	8	82
4211	13	89	8	0	0	8	81
4212	12	70	6	0	0	6	64
4213	13	80	8	0	0	8	72
4214	12	68	8	0	0	8	60
4215	13	85	8	2	0	10	75
4216	14	102	24	0	0	24	78
4217	12	69	8	0	0	8	61
4218	12	69	8	0	0	8	61
4219	14	96	24	0	0	24	72
4220	13	78	24	0	0	24	54
4221	13	80	8	1	0	9	71
4222	12	65	8	0	0	8	57
4223	12	65	8	1	0	9	56
4224	12	64	8	0	0	8	56
4225	12	68	8	0	0	8	60
4226	11	49	8	0	0	8	41
4227	11	48	6	0	0	6	42
4228	12	60	6	0	0	6	54
4229	12	60	15	0	0	15	45
4230	11	48	6	0	0	6	42
4231	11	45	6	6	0	12	33
4232	12	54	6	0	0	6	48
4233	11	45	3	6	0	9	36
4234	13	78	36	0	0	36	42
4235	12	65	12	2	0	14	51
4236	11	53	12	0	0	12	41
4237	13	72	18	0	0	18	54
4238	14	90	90	0	0	90	0
4239	13	72	36	0	0	36	36
4240	12	54	18	0	0	18	36
4241	12	60	6	3	0	9	51
4242	13	75	30	0	0	30	45
4243	12	60	12	3	0	15	45
4244	11	45	6	0	0	6	39
4245	11	45	6	6	0	12	33
4246	11	48	6	0	0	6	42
4247	11	48	12	0	0	12	36
4248	10	33	6	0	0	6	27
4249	12	60	3	0	0	3	57
4250	11	48	3	3	0	6	42
4251	12	64	4	1	0	5	59
4252	11	52	4	1	0	5	47
4253	11	48	6	0	0	6	42
4254	11	51	3	0	0	3	48
4255	11	48	6	0	0	6	42
4256	11	51	6	0	0	6	45
4257	11	48	3	0	0	3	45
4258	12	60	6	0	0	6	54
4259	11	48	6	3	0	9	39
4260	11	48	6	0	0	6	42
4261	11	48	3	3	0	6	42
4262	12	60	15	0	0	15	45
4263	11	48	6	0	0	6	42
4264	11	51	6	3	0	9	42
4265	11	48	6	3	0	9	39
4266	10	36	3	3	0	6	30
4267	12	68	4	4	0	8	60
4268	13	84	8	0	0	8	76
4269	13	84	8	0	0	8	76
4270	12	72	4	0	0	4	68
4271	13	96	24	0	0	24	72
4272	12	72	8	0	0	8	64
4273	12	68	8	4	0	12	56
4274	13	84	8	0	0	8	76
4275	12	68	4	4	0	8	60
4276	12	72	16	0	0	16	56
4277	12	64	8	2	0	10	54
4278	11	52	8	2	0	10	42
4279	12	68	2	2	0	4	64
4280	13	84	4	0	0	4	80
4281	12	72	4	0	0	4	68
4282	13	84	6	0	0	6	78
4283	12	72	6	0	0	6	66
4284	12	68	4	2	0	6	62
4285	12	64	4	0	0	4	60
4286	12	72	20	0	0	20	52
4287	11	52	4	0	0	4	48
4288	11	52	4	8	0	12	40
4289	12	68	12	0	0	12	56
4290	11	52	12	4	0	16	36
4291	11	52	6	0	0	6	46
4292	11	52	8	0	0	8	44
4293	11	48	4	2	0	6	42
4294	12	60	20	0	0	20	40
4295	11	48	8	2	0	10	38
4296	10	36	4	4	0	8	28
4297	12	68	4	0	0	4	64
4298	12	72	8	0	0	8	64
4299	13	88	8	0	0	8	80
4300	12	68	8	0	0	8	60
4301	12	68	8	0	0	8	60
4302	13	84	16	0	0	16	68
4303	12	72	4	2	0	6	66
4304	12	68	4	4	0	8	60
4305	13	84	8	0	0	8	76
4306	12	72	16	0	0	16	56
4307	12	68	16	0	0	16	52
4308	11	52	4	0	0	4	48
4309	12	68	4	0	0	4	64
4310	12	76	8	0	0	8	68
4311	13	84	8	0	0	8	76
4312	12	72	6	0	0	6	66
4313	13	96	48	0	0	48	48
4314	12	72	8	0	0	8	64
4315	12	68	6	0	0	6	62
4316	12	68	8	0	0	8	60
4317	11	52	6	0	0	6	46
4318	11	52	8	0	0	8	44
4319	11	52	8	0	0	8	44
4320	11	52	4	0	0	4	48
4321	11	57	8	0	0	8	49
4322	11	56	8	0	0	8	48
4323	12	68	8	0	0	8	60
4324	12	72	16	0	0	16	56
4325	11	52	8	0	0	8	44
4326	11	48	4	0	0	4	44
4327	11	55	8	0	0	8	47
4328	11	52	4	1	0	5	47
4329	12	68	8	0	0	8	60
4330	11	52	4	0	0	4	48
4331	12	64	8	0	0	8	56
4332	11	52	4	0	0	4	48
4333	12	68	8	4	0	12	56
4334	12	72	16	0	0	16	56
4335	11	52	8	0	0	8	44
4336	11	52	4	0	0	4	48
4337	11	52	8	0	0	8	44
4338	12	64	8	2	0	10	54
4339	13	80	40	0	0	40	40
4340	12	64	16	0	0	16	48
4341	11	52	8	2	0	10	42
4342	11	52	16	0	0	16	36
4343	12	64	16	0	0	16	48
4344	11	48	8	0	0	8	40
4345	11	52	8	0	0	8	44
4346	11	52	16	0	0	16	36
4347	10	36	8	0	0	8	28
4348	10	33	3	0	0	3	30
4349	10	36	4	0	0	4	32
4350	10	41	8	0	0	8	33
4351	10	40	6	0	0	6	34
4352	10	40	8	0	0	8	32
4353	10	36	6	0	0	6	30
4354	11	48	18	0	0	18	30
4355	10	36	6	12	0	18	18
4356	11	48	18	0	0	18	30
4357	12	63	24	0	0	24	39
4358	11	48	9	0	0	9	39
4359	10	39	6	0	0	6	33
4360	11	54	54	0	0	54	0
4361	10	39	9	0	0	9	30
4362	10	36	3	6	0	9	27
4363	11	52	12	0	0	12	40
4364	11	52	12	4	0	16	36
4365	10	40	6	0	0	6	34
4366	10	40	12	0	0	12	28
4367	11	48	6	6	0	12	36
4368	12	60	30	0	0	30	30
4369	12	60	30	0	0	30	30
4370	11	48	12	0	0	12	36
4371	11	48	12	6	0	18	30
4372	10	36	6	12	0	18	18
4373	11	48	48	0	0	48	0
4374	10	36	12	0	0	12	24
4375	11	48	12	0	0	12	36
4376	10	36	6	0	0	6	30
4377	11	48	48	0	0	48	0
4378	10	36	12	0	0	12	24
4379	10	36	18	0	0	18	18
4380	10	36	18	0	0	18	18
4381	9	24	6	0	0	6	18
4382	12	60	8	4	0	12	48
4383	13	72	8	0	0	8	64
4384	12	60	4	0	0	4	56
4385	13	72	4	0	0	4	68
4386	12	60	16	4	0	20	40
4387	13	72	16	0	0	16	56
4388	12	60	8	0	0	8	52
4389	12	64	8	4	0	12	52
4390	12	64	4	0	0	4	60
4391	12	60	8	4	0	12	48
4392	13	72	8	0	0	8	64
4393	13	72	16	0	0	16	56
4394	12	60	16	0	0	16	44
4395	11	48	8	2	0	10	38
4396	11	45	18	9	0	27	18
4397	12	54	18	0	0	18	36
4398	11	45	9	0	0	9	36
4399	11	45	6	3	0	9	36
4400	11	46	3	6	0	9	37
4401	11	45	9	9	0	18	27
4402	12	54	9	0	0	9	45
4403	11	45	9	9	0	18	27
4404	12	60	24	0	0	24	36
4405	12	60	12	0	0	12	48
4406	13	72	12	0	0	12	60
4407	11	48	12	3	0	15	33
4408	11	48	6	3	0	9	39
4409	12	63	12	0	0	12	51
4410	12	64	16	4	0	20	44
4411	12	60	24	12	0	36	24
4412	13	72	24	0	0	24	48
4413	12	60	12	0	0	12	48
4414	13	72	24	0	0	24	48
4415	12	60	12	0	0	12	48
4416	11	48	12	0	0	12	36
4417	11	48	24	6	0	30	18
4418	11	48	12	0	0	12	36
4419	11	48	6	3	0	9	39
4420	12	63	6	0	0	6	57
4421	11	45	6	3	0	9	36
4422	12	54	6	0	0	6	48
4423	12	64	8	4	0	12	52
4424	12	64	16	0	0	16	48
4425	11	52	16	2	0	18	34
4426	12	60	12	12	0	24	36
4427	13	72	12	0	0	12	60
4428	13	72	24	0	0	24	48
4429	12	60	24	0	0	24	36
4430	11	48	12	6	0	18	30
4431	12	54	18	0	0	18	36
4432	12	54	12	0	0	12	42
4433	12	54	9	0	0	9	45
4434	13	72	72	0	0	72	0
4435	12	54	18	0	0	18	36
4436	12	54	54	0	0	54	0
4437	11	45	18	9	0	27	18
4438	11	45	9	0	0	9	36
4439	11	45	12	3	0	15	30
4440	11	45	9	9	0	18	27
4441	11	45	18	0	0	18	27
4442	11	45	9	0	0	9	36
4443	11	51	12	0	0	12	39
4444	10	33	18	3	0	21	12
4445	10	33	9	3	0	12	21
4446	11	48	4	2	0	6	42
4447	12	60	4	0	0	4	56
4448	11	52	4	1	0	5	47
4449	11	48	12	0	0	12	36
4450	11	48	6	3	0	9	39
4451	11	48	6	3	0	9	39
4452	11	48	12	0	0	12	36
4453	12	60	12	0	0	12	48
4454	11	51	6	3	0	9	42
4455	11	51	6	6	0	12	39
4456	11	48	6	0	0	6	42
4457	12	60	12	0	0	12	48
4458	11	51	12	0	0	12	39
4459	11	48	4	1	0	5	43
4460	11	52	4	2	0	6	46
4461	11	48	6	6	0	12	36
4462	12	60	6	0	0	6	54
4463	12	60	12	0	0	12	48
4464	11	51	12	0	0	12	39
4465	11	48	12	0	0	12	36
4466	11	48	6	0	0	6	42
4467	11	48	12	0	0	12	36
4468	10	36	6	3	0	9	27
4469	12	64	8	4	0	12	52
4470	12	64	4	0	0	4	60
4471	12	60	16	0	0	16	44
4472	11	48	8	4	0	12	36
4473	12	64	4	0	0	4	60
4474	12	68	8	0	0	8	60
4475	12	64	16	0	0	16	48
4476	12	64	16	4	0	20	44
4477	12	64	8	4	0	12	52
4478	12	64	16	0	0	16	48
4479	11	52	8	2	0	10	42
4480	12	64	12	0	0	12	52
4481	12	60	8	0	0	8	52
4482	11	48	4	0	0	4	44
4483	12	64	8	0	0	8	56
4484	12	64	8	0	0	8	56
4485	12	64	4	0	0	4	60
4486	12	64	8	0	0	8	56
4487	11	52	4	0	0	4	48
4488	11	48	16	0	0	16	32
4489	11	48	8	2	0	10	38
4490	12	60	16	0	0	16	44
4491	11	48	8	4	0	12	36
4492	12	60	16	0	0	16	44
4493	11	48	16	0	0	16	32
4494	11	48	8	0	0	8	40
4495	10	36	8	2	0	10	26
4496	12	68	16	0	0	16	52
4497	11	48	6	3	0	9	39
4498	11	48	6	3	0	9	39
4499	12	64	16	0	0	16	48
4500	12	64	16	0	0	16	48
4501	12	64	16	0	0	16	48
4502	11	52	16	0	0	16	36
4503	11	55	8	1	0	9	46
4504	11	55	16	2	0	18	37
4505	11	52	4	1	0	5	47
4506	11	48	6	3	0	9	39
4507	12	64	16	4	0	20	44
4508	11	52	16	2	0	18	34
4509	11	48	3	0	0	3	45
4510	11	56	8	0	0	8	48
4511	12	64	8	4	0	12	52
4512	12	64	16	0	0	16	48
4513	11	52	8	2	0	10	42
4514	11	49	9	0	0	9	40
4515	11	48	12	0	0	12	36
4516	11	48	12	3	0	15	33
4517	11	48	12	3	0	15	33
4518	11	48	12	3	0	15	33
4519	11	48	6	0	0	6	42
4520	11	48	6	3	0	9	39
4521	11	48	12	0	0	12	36
4522	11	48	12	0	0	12	36
4523	11	55	16	0	0	16	39
4524	10	36	6	1	0	7	29
4525	10	36	18	0	0	18	18
4526	10	33	9	3	0	12	21
4527	10	36	12	3	0	15	21
4528	11	45	18	0	0	18	27
4529	10	36	9	9	0	18	18
4530	11	45	9	0	0	9	36
4531	10	36	9	9	0	18	18
4532	11	48	24	6	0	30	18
4533	11	48	24	0	0	24	24
4534	11	48	24	0	0	24	24
4535	10	36	24	0	0	24	12
4536	10	39	6	3	0	9	30
4537	11	48	12	6	0	18	30
4538	11	48	24	0	0	24	24
4539	11	51	12	0	0	12	39
4540	10	39	12	3	0	15	24
4541	10	39	12	6	0	18	21
4542	11	51	12	0	0	12	39
4543	10	36	6	3	0	9	27
4544	11	48	12	0	0	12	36
4545	11	45	12	0	0	12	33
4546	10	36	6	3	0	9	27
4547	11	52	16	4	0	20	32
4548	11	52	16	0	0	16	36
4549	10	40	16	2	0	18	22
4550	11	52	16	0	0	16	36
4551	10	40	8	2	0	10	30
4552	12	60	24	0	0	24	36
4553	11	48	12	12	0	24	24
4554	12	60	24	0	0	24	36
4555	11	48	24	0	0	24	24
4556	11	48	12	0	0	12	36
4557	10	36	12	6	0	18	18
4558	11	45	9	0	0	9	36
4559	11	45	12	0	0	12	33
4560	11	45	18	0	0	18	27
4561	12	60	60	0	0	60	0
4562	11	45	18	0	0	18	27
4563	10	33	9	3	0	12	21
4564	10	33	18	0	0	18	15
4565	10	36	18	0	0	18	18
4566	10	36	9	9	0	18	18
4567	10	36	6	3	0	9	27
4568	10	36	9	9	0	18	18
4569	11	48	24	0	0	24	24
4570	10	36	18	0	0	18	18
4571	10	36	9	0	0	9	27
4572	10	39	24	0	0	24	15
4573	9	24	9	3	0	12	12
4574	11	48	4	2	0	6	42
4575	12	60	8	0	0	8	52
4576	11	53	4	1	0	5	48
4577	11	48	6	3	0	9	39
4578	11	51	12	0	0	12	39
4579	12	63	12	0	0	12	51
4580	11	48	12	0	0	12	36
4581	12	60	24	0	0	24	36
4582	11	52	8	2	0	10	42
4583	11	48	6	6	0	12	36
4584	12	60	12	0	0	12	48
4585	12	60	12	0	0	12	48
4586	11	51	24	0	0	24	27
4587	11	48	6	0	0	6	42
4588	11	48	12	0	0	12	36
4589	10	36	6	3	0	9	27
4590	11	52	4	1	0	5	47
4591	12	63	6	0	0	6	57
4592	11	48	3	0	0	3	45
4593	11	54	3	0	0	3	51
4594	11	48	6	3	0	9	39
4595	11	48	3	3	0	6	42
4596	12	60	6	0	0	6	54
4597	13	75	12	0	0	12	63
4598	12	63	12	0	0	12	51
4599	11	48	6	0	0	6	42
4600	10	36	3	0	0	3	33
4601	11	54	12	0	0	12	42
4602	11	52	8	2	0	10	42
4603	12	68	8	0	0	8	60
4604	13	80	16	0	0	16	64
4605	12	64	8	2	0	10	54
4606	12	68	16	0	0	16	52
4607	11	52	8	2	0	10	42
4608	11	52	4	0	0	4	48
4609	13	80	8	0	0	8	72
4610	12	64	4	0	0	4	60
4611	12	68	8	0	0	8	60
4612	11	52	4	0	0	4	48
4613	11	56	4	4	0	8	48
4614	11	48	4	0	0	4	44
4615	11	48	8	2	0	10	38
4616	12	60	8	0	0	8	52
4617	12	60	20	0	0	20	40
4618	11	48	4	2	0	6	42
4619	11	48	8	0	0	8	40
4620	11	48	8	0	0	8	40
4621	11	48	8	2	0	10	38
4622	10	36	4	2	0	6	30
4623	12	69	16	1	0	17	52
4624	11	53	4	2	0	6	47
4625	12	69	8	0	0	8	61
4626	11	54	6	0	0	6	48
4627	11	54	8	0	0	8	46
4628	11	53	8	1	0	9	44
4629	11	54	8	0	0	8	46
4630	11	54	32	0	0	32	22
4631	11	52	8	2	0	10	42
4632	11	53	8	1	0	9	44
4633	11	52	8	1	0	9	43
4634	11	56	16	0	0	16	40
4635	10	37	8	1	0	9	28
4636	11	56	4	2	0	6	50
4637	12	72	8	0	0	8	64
4638	11	56	8	2	0	10	46
4639	12	64	8	0	0	8	56
4640	11	48	4	1	0	5	43
4641	12	64	8	1	0	9	55
4642	11	55	8	1	0	9	46
4643	11	55	4	1	0	5	50
4644	11	52	8	1	0	9	43
4645	12	65	8	0	0	8	57
4646	12	68	16	0	0	16	52
4647	12	64	16	0	0	16	48
4648	11	52	16	0	0	16	36
4649	12	68	8	0	0	8	60
4650	12	68	16	0	0	16	52
4651	11	55	8	0	0	8	47
4652	11	52	4	1	0	5	47
4653	12	64	16	1	0	17	47
4654	11	53	8	2	0	10	43
4655	12	64	8	0	0	8	56
4656	11	57	6	0	0	6	51
4657	13	80	16	0	0	16	64
4658	12	64	8	2	0	10	54
4659	12	68	16	0	0	16	52
4660	11	52	8	2	0	10	42
4661	12	65	16	0	0	16	49
4662	12	65	40	0	0	40	25
4663	11	52	16	0	0	16	36
4664	11	53	6	2	0	8	45
4665	11	52	8	1	0	9	43
4666	11	52	16	0	0	16	36
4667	12	64	16	0	0	16	48
4668	11	49	6	0	0	6	43
4669	11	49	8	0	0	8	41
4670	11	49	8	0	0	8	41
4671	11	49	16	0	0	16	33
4672	11	48	8	1	0	9	39
4673	11	55	16	0	0	16	39
4674	10	36	8	1	0	9	27
4675	10	33	6	0	0	6	27
4676	10	40	4	2	0	6	34
4677	10	40	6	2	0	8	32
4678	10	41	6	2	0	8	33
4679	11	56	16	0	0	16	40
4680	11	48	12	0	0	12	36
4681	10	36	6	3	0	9	27
4682	11	48	12	3	0	15	33
4683	11	51	24	3	0	27	24
4684	10	39	3	3	0	6	33
4685	11	54	12	0	0	12	42
4686	11	55	16	1	0	17	38
4687	11	48	6	3	0	9	39
4688	11	48	12	0	0	12	36
4689	10	39	6	3	0	9	30
4690	10	39	6	3	0	9	30
4691	11	51	12	0	0	12	39
4692	10	36	6	3	0	9	27
4693	11	45	6	0	0	6	39
4694	11	48	12	0	0	12	36
4695	11	48	12	0	0	12	36
4696	12	60	24	0	0	24	36
4697	11	48	12	0	0	12	36
4698	11	48	24	0	0	24	24
4699	10	36	12	0	0	12	24
4700	10	36	6	3	0	9	27
4701	11	45	12	0	0	12	33
4702	11	48	6	0	0	6	42
4703	11	48	12	0	0	12	36
4704	10	39	6	0	0	6	33
4705	10	39	18	3	0	21	18
4706	11	48	12	6	0	18	30
4707	11	48	12	0	0	12	36
4708	11	51	24	0	0	24	27
4709	10	36	12	3	0	15	21
4710	10	36	3	3	0	6	30
4711	11	48	6	0	0	6	42
4712	11	51	6	3	0	9	42
4713	11	48	8	1	0	9	39
4714	11	52	8	2	0	10	42
4715	10	40	8	0	0	8	32
4716	10	40	6	2	0	8	32
4717	11	54	32	0	0	32	22
4718	10	41	12	1	0	13	28
4719	10	41	16	1	0	17	24
4720	11	56	16	2	0	18	38
4721	11	56	16	1	0	17	39
4722	10	40	16	1	0	17	23
4723	12	60	12	0	0	12	48
4724	12	60	30	0	0	30	30
4725	11	48	6	6	0	12	36
4726	11	48	12	0	0	12	36
4727	11	48	12	0	0	12	36
4728	11	48	12	6	0	18	30
4729	10	36	6	6	0	12	24
4730	12	60	24	0	0	24	36
4731	11	45	12	0	0	12	33
4732	11	45	30	0	0	30	15
4733	11	48	12	0	0	12	36
4734	11	51	24	0	0	24	27
4735	10	36	12	3	0	15	21
4736	10	36	6	3	0	9	27
4737	10	36	12	0	0	12	24
4738	10	36	12	3	0	15	21
4739	11	48	12	0	0	12	36
4740	11	48	12	0	0	12	36
4741	11	48	24	0	0	24	24
4742	10	33	6	0	0	6	27
4743	10	33	12	0	0	12	21
4744	10	36	6	3	0	9	27
4745	11	51	24	0	0	24	27
4746	10	36	12	3	0	15	21
4747	10	39	12	3	0	15	24
4748	10	39	12	0	0	12	27
4749	10	39	24	0	0	24	15
4750	9	24	6	3	0	9	15
4751	12	68	8	8	0	16	52
4752	13	84	16	0	0	16	68
4753	13	84	16	0	0	16	68
4754	12	72	8	0	0	8	64
4755	13	96	48	0	0	48	48
4756	12	72	16	0	0	16	56
4757	12	72	8	4	0	12	60
4758	12	68	16	8	0	24	44
4759	13	84	16	0	0	16	68
4760	12	68	8	8	0	16	52
4761	12	64	16	4	0	20	44
4762	11	52	16	4	0	20	32
4763	12	68	4	4	0	8	60
4764	13	84	8	0	0	8	76
4765	12	72	8	0	0	8	64
4766	13	84	8	0	0	8	76
4767	12	72	8	0	0	8	64
4768	12	68	8	4	0	12	56
4769	12	64	8	0	0	8	56
4770	12	72	24	0	0	24	48
4771	11	52	8	0	0	8	44
4772	11	52	4	8	0	12	40
4773	11	52	8	16	0	24	28
4774	12	68	24	0	0	24	44
4775	11	52	24	8	0	32	20
4776	12	68	12	0	0	12	56
4777	11	52	12	0	0	12	40
4778	12	68	8	0	0	8	60
4779	13	84	40	0	0	40	44
4780	12	68	16	0	0	16	52
4781	11	52	8	0	0	8	44
4782	11	48	8	4	0	12	36
4783	12	60	40	0	0	40	20
4784	11	48	16	4	0	20	28
4785	10	36	8	8	0	16	20
4786	12	68	4	4	0	8	60
4787	13	84	8	0	0	8	76
4788	12	68	8	4	0	12	56
4789	12	72	16	0	0	16	56
4790	13	88	16	0	0	16	72
4791	12	68	16	2	0	18	50
4792	12	72	8	0	0	8	64
4793	12	68	16	0	0	16	52
4794	13	84	32	0	0	32	52
4795	12	68	8	8	0	16	52
4796	13	84	16	0	0	16	68
4797	13	84	16	0	0	16	68
4798	12	72	32	0	0	32	40
4799	12	68	8	0	0	8	60
4800	12	68	32	2	0	34	34
4801	11	52	8	4	0	12	40
4802	13	84	16	0	0	16	68
4803	12	72	4	0	0	4	68
4804	13	96	16	0	0	16	80
4805	12	72	16	0	0	16	56
4806	12	72	4	0	0	4	68
4807	13	84	8	0	0	8	76
4808	12	72	8	0	0	8	64
4809	12	68	8	4	0	12	56
4810	13	84	8	0	0	8	76
4811	12	68	4	4	0	8	60
4812	12	64	8	0	0	8	56
4813	12	72	16	0	0	16	56
4814	11	52	8	0	0	8	44
4815	12	68	4	2	0	6	62
4816	12	72	8	0	0	8	64
4817	13	84	16	0	0	16	68
4818	12	72	8	0	0	8	64
