Poly	|V|	|F|	|S|	|B|	|A|	|X|	|E|
4819	13	96	48	0	0	48	48
4820	12	72	16	0	0	16	56
4821	12	68	8	0	0	8	60
4822	12	68	16	0	0	16	52
4823	12	68	8	0	0	8	60
4824	12	68	8	2	0	10	58
4825	12	68	16	0	0	16	52
4826	12	76	16	0	0	16	60
4827	12	76	16	0	0	16	60
4828	11	52	8	0	0	8	44
4829	11	52	8	0	0	8	44
4830	11	52	16	0	0	16	36
4831	11	52	4	0	0	4	48
4832	12	68	16	0	0	16	52
4833	11	52	8	4	0	12	40
4834	11	56	4	0	0	4	52
4835	12	68	16	4	0	20	48
4836	12	72	32	0	0	32	40
4837	12	68	8	0	0	8	60
4838	11	56	8	0	0	8	48
4839	12	69	8	2	0	10	59
4840	11	56	16	1	0	17	39
4841	12	72	16	0	0	16	56
4842	11	52	16	2	0	18	34
4843	11	52	8	4	0	12	40
4844	12	64	8	0	0	8	56
4845	11	48	8	2	0	10	38
4846	12	72	8	0	0	8	64
4847	11	52	8	2	0	10	42
4848	12	72	8	0	0	8	64
4849	11	52	4	2	0	6	46
4850	12	64	8	0	0	8	56
4851	12	72	8	4	0	12	60
4852	12	68	16	0	0	16	52
4853	11	52	8	4	0	12	40
4854	12	64	16	0	0	16	48
4855	11	52	8	2	0	10	42
4856	12	68	16	8	0	24	44
4857	12	68	16	0	0	16	52
4858	12	72	32	0	0	32	40
4859	11	52	16	4	0	20	32
4860	13	84	16	0	0	16	68
4861	12	68	8	8	0	16	52
4862	13	84	32	0	0	32	52
4863	12	64	16	0	0	16	48
4864	12	68	16	0	0	16	52
4865	12	72	32	0	0	32	40
4866	11	52	16	4	0	20	32
4867	11	52	8	4	0	12	40
4868	11	52	16	0	0	16	36
4869	12	64	16	4	0	20	44
4870	11	52	16	4	0	20	32
4871	12	64	32	0	0	32	32
4872	11	48	16	2	0	18	30
4873	11	52	16	2	0	18	34
4874	11	52	32	0	0	32	20
4875	11	56	16	0	0	16	40
4876	10	36	16	2	0	18	18
4877	12	64	12	0	0	12	52
4878	12	64	32	0	0	32	32
4879	11	52	12	0	0	12	40
4880	11	52	4	8	0	12	40
4881	12	68	12	0	0	12	56
4882	11	52	12	0	0	12	40
4883	11	48	4	0	0	4	44
4884	12	60	20	0	0	20	40
4885	11	48	8	0	0	8	40
4886	11	52	12	0	0	12	40
4887	10	36	4	0	0	4	32
4888	12	68	4	2	0	6	62
4889	12	68	8	0	0	8	60
4890	13	84	16	0	0	16	68
4891	12	68	4	4	0	8	60
4892	13	84	8	0	0	8	76
4893	12	68	16	0	0	16	52
4894	11	52	4	2	0	6	46
4895	11	52	8	0	0	8	44
4896	12	68	16	0	0	16	52
4897	11	52	4	0	0	4	48
4898	12	68	12	0	0	12	56
4899	12	68	6	0	0	6	62
4900	12	68	8	0	0	8	60
4901	12	72	8	0	0	8	64
4902	13	84	16	0	0	16	68
4903	12	72	16	0	0	16	56
4904	12	68	8	0	0	8	60
4905	13	84	12	0	0	12	72
4906	12	72	12	0	0	12	60
4907	13	84	32	0	0	32	52
4908	12	68	16	0	0	16	52
4909	12	68	12	0	0	12	56
4910	12	68	32	0	0	32	36
4911	11	52	6	0	0	6	46
4912	11	52	8	0	0	8	44
4913	12	72	72	0	0	72	0
4914	11	52	16	0	0	16	36
4915	11	52	12	0	0	12	40
4916	12	68	8	2	0	10	58
4917	12	72	16	0	0	16	56
4918	11	52	4	1	0	5	47
4919	11	52	8	2	0	10	42
4920	11	56	4	2	0	6	50
4921	11	48	4	0	0	4	44
4922	12	68	8	0	0	8	60
4923	11	52	4	2	0	6	46
4924	12	64	8	0	0	8	56
4925	12	68	8	4	0	12	56
4926	11	52	8	2	0	10	42
4927	11	52	16	0	0	16	36
4928	11	52	8	2	0	10	42
4929	12	64	8	0	0	8	56
4930	12	72	40	0	0	40	32
4931	11	52	8	0	0	8	44
4932	12	64	16	0	0	16	48
4933	11	48	8	0	0	8	40
4934	11	52	12	0	0	12	40
4935	11	52	8	0	0	8	44
4936	11	56	16	0	0	16	40
4937	11	56	12	0	0	12	44
4938	10	36	8	0	0	8	28
4939	10	36	8	8	0	16	20
4940	10	36	4	4	0	8	28
4941	10	36	4	4	0	8	28
4942	11	56	8	0	0	8	48
4943	10	40	8	4	0	12	28
4944	11	56	32	0	0	32	24
4945	10	40	8	8	0	16	24
4946	11	56	16	0	0	16	40
4947	11	56	12	4	0	16	40
4948	10	40	8	2	0	10	30
4949	10	36	8	2	0	10	26
4950	10	36	4	4	0	8	28
4951	11	48	12	0	0	12	36
4952	10	40	12	2	0	14	26
4953	11	52	8	4	0	12	40
4954	11	56	12	0	0	12	44
4955	10	40	12	4	0	16	24
4956	10	40	4	4	0	8	32
4957	11	52	8	16	0	24	28
4958	12	68	24	0	0	24	44
4959	11	56	12	0	0	12	44
4960	11	52	24	0	0	24	28
4961	11	56	16	8	0	24	32
4962	11	52	24	8	0	32	20
4963	10	40	8	8	0	16	24
4964	11	56	24	0	0	24	32
4965	10	40	24	4	0	28	12
4966	11	52	12	0	0	12	40
4967	11	52	12	0	0	12	40
4968	10	40	12	0	0	12	28
4969	10	40	12	0	0	12	28
4970	10	36	8	8	0	16	20
4971	11	48	8	4	0	12	36
4972	12	60	40	0	0	40	20
4973	11	48	16	4	0	20	28
4974	10	36	8	8	0	16	20
4975	11	48	16	0	0	16	32
4976	10	36	8	2	0	10	26
4977	10	36	16	2	0	18	18
4978	10	40	12	0	0	12	28
4979	10	36	24	0	0	24	12
4980	9	24	8	4	0	12	12
4981	11	48	6	2	0	8	40
4982	11	48	3	1	0	4	44
4983	12	72	16	0	0	16	56
4984	12	71	8	0	0	8	63
4985	11	55	4	2	0	6	49
4986	12	68	16	0	0	16	52
4987	12	68	16	4	0	20	48
4988	12	68	8	4	0	12	56
4989	12	71	16	0	0	16	55
4990	12	68	16	0	0	16	52
4991	11	55	8	2	0	10	45
4992	12	69	16	1	0	17	52
4993	11	52	4	2	0	6	46
4994	12	69	8	0	0	8	61
4995	11	56	16	0	0	16	40
4996	11	51	6	6	0	12	39
4997	12	63	12	0	0	12	51
4998	12	63	6	0	0	6	57
4999	12	76	8	0	0	8	68
